fichier_gpx,route_url,road_km,cycleway_km,street_km,unknown_km,path_km,off-grid_(unknown)_km,singletrack_km,access_road_km,asphalt_km,paved_km,cobblestones_km,unpaved_km,state_road_km,alpine_km,compacted_gravel_km,alpine_path_km
2022 Skoda Tour Luxembourg Stage 3.gpx,https://www.komoot.com/tour/2984146466,95.6,2.14,2.86,2.42,5.16,2.54,0.0,0.0,186.0,0.404,0.518,0.416,80.4,0.0,0.119,0.0
2022 Skoda Tour Luxembourg Stage 4.gpx,https://www.komoot.com/tour/2984147978,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,0.0,9.94,0.0,0.0,0.0
2022 Skoda Tour Luxembourg Stage 5.gpx,https://www.komoot.com/tour/2984149648,105.0,1.66,2.97,0.919,0.851,0.882,0.0,0.0,179.0,0.39,0.0,0.0,69.8,0.0,0.0,0.0
2022 Slovakian Road National Championship - ITT.gpx,https://www.komoot.com/tour/2984150860,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 Slovakian Road National Championship.gpx,https://www.komoot.com/tour/2984152525,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.8,27.2,0.0,0.0,0.0,0.0,0.0,0.0
2022 Slovenian Road National Championships - ITT.gpx,https://www.komoot.com/tour/2984153696,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 Slovenian Road National Championships.gpx,https://www.komoot.com/tour/2984156005,48.9,106.0,2.06,0.0,4.3,0.0,0.0,0.0,156.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0
2022 South Aegean Tour Stage 1.gpx,https://www.komoot.com/tour/2984157420,105.0,0.0,0.398,0.101,0.0,0.0,0.0,0.0,171.0,0.203,0.0,0.0,65.7,0.0,0.0,0.0
2022 South Aegean Tour Stage 2.gpx,https://www.komoot.com/tour/2984158833,163.0,0.0,0.541,0.451,1.73,0.0,0.0,0.0,167.0,0.0,0.0,1.73,4.3,0.0,0.0,0.0
2022 Spanish Road National Championships - ITT.gpx,https://www.komoot.com/tour/2984160111,9.27,9.08,0.223,0.0,0.0,0.0,0.0,0.0,38.6,0.0,0.0,0.0,20.1,0.0,0.0,0.0
2022 Spanish Road National Championships.gpx,https://www.komoot.com/tour/2984161338,75.3,8.75,0.417,0.718,0.0,0.718,0.0,0.0,130.0,0.198,0.0,0.0,46.0,0.0,0.0,0.0
2022 Sparkassen Muensterland Giro.gpx,https://www.komoot.com/tour/2984163894,130.0,39.0,9.78,2.52,0.774,2.33,0.608,0.0,180.0,13.5,12.2,0.0,1.72,0.0,0.286,0.0
2022 Strade Bianche.gpx,https://www.komoot.com/tour/2984166006,111.0,0.0,45.4,0.382,0.469,0.335,0.0,0.0,120.0,2.9,0.882,12.1,26.7,0.0,47.6,0.0
2022 Sundvolden GP.gpx,https://www.komoot.com/tour/2984168056,68.4,2.62,4.85,3.08,0.0,2.66,0.0,0.0,163.0,3.64,0.0,0.0,90.9,0.0,0.0,0.0
2022 The Princess Maha Chakri Sirindhorns Cup Tour of Thailand Stage 1.gpx,https://www.komoot.com/tour/2984170047,96.2,0.0,0.762,0.0,0.0,0.0,0.0,0.0,136.0,16.2,0.0,4.33,59.8,0.0,0.0,0.0
2022 The Princess Maha Chakri Sirindhorns Cup Tour of Thailand Stage 2.gpx,https://www.komoot.com/tour/2984171497,107.0,0.0,0.0,0.32,0.0,0.32,0.0,0.0,181.0,0.541,0.0,0.0,75.1,0.0,0.0,0.0
2022 The Princess Maha Chakri Sirindhorns Cup Tour of Thailand Stage 3.gpx,https://www.komoot.com/tour/2984173052,52.1,0.0,0.0,0.0,0.0,0.182,0.0,0.0,117.0,0.109,0.0,0.0,64.6,0.0,0.0,0.0
2022 The Princess Maha Chakri Sirindhorns Cup Tour of Thailand Stage 4.gpx,https://www.komoot.com/tour/2984174611,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,6.68,0.0,0.0,58.2,0.0,0.0,0.0
2022 The Princess Maha Chakri Sirindhorns Cup Tour of Thailand Stage 5.gpx,https://www.komoot.com/tour/2984176345,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,5.01,0.0,0.0,57.0,0.0,0.0,0.0
2022 The Princess Maha Chakri Sirindhorns Cup Tour of Thailand Stage 6.gpx,https://www.komoot.com/tour/2984178106,82.1,0.0,4.48,0.352,0.0,0.479,0.0,0.0,147.0,16.4,0.0,0.504,77.1,0.0,0.0,0.0
2022 Tirreno-Adriatico Stage 1.gpx,https://www.komoot.com/tour/2984179532,12.0,0.557,0.936,0.677,0.146,0.531,0.0,0.0,13.0,0.458,0.0,0.0,0.0,0.0,0.0,0.0
2022 Tirreno-Adriatico Stage 2.gpx,https://www.komoot.com/tour/2984181359,120.0,0.0,0.975,0.242,0.0,0.242,0.0,0.0,216.0,3.41,0.0,0.0,98.0,0.0,0.0,0.0
2022 Tirreno-Adriatico Stage 3.gpx,https://www.komoot.com/tour/2984183390,63.4,0.0,0.928,0.156,0.0,0.156,0.0,0.0,170.0,0.164,0.1,0.0,106.0,0.0,0.0,0.0
2022 Tirreno-Adriatico Stage 4.gpx,https://www.komoot.com/tour/2984185378,72.6,0.11,0.687,0.182,0.18,1.9,0.0,0.0,199.0,0.0,0.207,0.0,126.0,0.0,0.0,0.0
2022 Tirreno-Adriatico Stage 5.gpx,https://www.komoot.com/tour/2984186890,102.0,0.898,7.37,1.47,1.35,1.08,0.0,0.0,147.0,6.89,0.251,0.0,42.5,0.0,0.0,0.0
2022 Tirreno-Adriatico Stage 6.gpx,https://www.komoot.com/tour/2984188577,138.0,0.228,12.9,0.0,0.0,0.0,0.0,0.0,196.0,19.9,0.123,0.0,64.4,0.0,0.0,0.0
2022 Tirreno-Adriatico Stage 7.gpx,https://www.komoot.com/tour/2984191169,126.0,1.29,0.968,4.72,0.629,4.11,0.0,0.0,154.0,1.61,0.0,0.0,27.2,0.0,0.0,0.0
2022 Tour Cycliste International de la Guadeloupe Stage 1.gpx,https://www.komoot.com/tour/2984192774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,7.67,0.0,0.0,8.83,0.0,0.0,0.0
2022 Tour Cycliste International de la Guadeloupe Stage 10.gpx,https://www.komoot.com/tour/2984195878,64.1,0.218,0.241,5.48,0.637,5.35,0.406,0.0,142.0,0.322,0.0,0.858,77.9,0.0,0.0,0.0
2022 Tour Cycliste International de la Guadeloupe Stage 2.gpx,https://www.komoot.com/tour/2984197366,43.8,6.59,2.01,9.67,0.123,10.7,0.192,0.0,145.0,0.0,0.0,0.192,92.5,0.0,0.0,0.0
2022 Tour Cycliste International de la Guadeloupe Stage 3.gpx,https://www.komoot.com/tour/2984198975,61.0,9.53,2.64,14.7,3.1,14.9,0.502,0.0,123.0,3.66,0.0,3.42,53.5,0.0,0.0,0.0
2022 Tour Cycliste International de la Guadeloupe Stage 4.gpx,https://www.komoot.com/tour/2984200428,21.0,5.66,4.02,28.7,2.14,26.6,1.05,0.153,110.0,5.03,0.0,2.34,85.2,0.0,0.0,0.0
2022 Tour Cycliste International de la Guadeloupe Stage 5.gpx,https://www.komoot.com/tour/2984202008,114.0,0.0,0.76,8.71,0.0,8.85,0.641,0.135,147.0,0.164,0.0,0.641,32.8,0.0,0.0,0.0
2022 Tour Cycliste International de la Guadeloupe Stage 6.gpx,https://www.komoot.com/tour/2984203436,43.7,6.69,1.2,18.5,1.15,17.4,0.855,0.0,124.0,4.97,0.0,1.3,78.2,0.0,0.0,0.0
2022 Tour Cycliste International de la Guadeloupe Stage 7.gpx,https://www.komoot.com/tour/2984205133,103.0,8.26,5.79,13.7,1.97,13.9,0.681,0.0,150.0,3.52,0.0,2.14,37.2,0.0,0.0,0.0
2022 Tour Cycliste International de la Guadeloupe Stage 8.gpx,https://www.komoot.com/tour/2984206265,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,0.0,0.0,6.3,0.0,0.0,0.0
2022 Tour Cycliste International de la Guadeloupe Stage 9.gpx,https://www.komoot.com/tour/2984207554,27.5,0.0,4.15,3.28,1.25,3.27,0.0,0.0,124.0,6.69,0.0,1.16,99.4,0.0,0.0,0.0
2022 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 1.gpx,https://www.komoot.com/tour/2984209139,177.0,0.105,2.18,0.395,0.161,0.171,0.717,0.0,186.0,5.88,0.0,0.78,13.1,0.0,0.742,0.0
2022 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 2.gpx,https://www.komoot.com/tour/2984210401,193.0,0.0,2.54,0.498,0.0,0.0,0.0,0.0,183.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0
2022 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 3-1.gpx,https://www.komoot.com/tour/2984211592,81.3,0.0,4.63,0.0,0.0,0.0,0.0,0.0,81.1,9.26,0.0,0.0,4.39,0.0,0.0,0.0
2022 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 4.gpx,https://www.komoot.com/tour/2984213566,172.0,2.34,11.4,0.0,0.0,0.0,0.0,0.0,171.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0
2022 Tour d'Alsace Prologue.gpx,https://www.komoot.com/tour/2984214935,0.0,0.456,3.76,0.107,0.0,0.0,0.0,0.0,1.58,2.49,0.0,0.0,0.0,0.0,0.0,0.0
2022 Tour d'Alsace Stage 1.gpx,https://www.komoot.com/tour/2984216731,144.0,3.88,1.05,0.171,0.452,0.0,0.0,0.0,152.0,4.19,0.211,0.43,7.76,0.0,0.0,0.0
2022 Tour d'Alsace Stage 2.gpx,https://www.komoot.com/tour/2984218397,136.0,1.47,0.579,0.0,0.915,0.0,0.0,0.0,144.0,1.55,0.0,0.0,7.05,0.0,0.545,0.0
2022 Tour d'Alsace Stage 3.gpx,https://www.komoot.com/tour/2984219937,142.0,4.79,4.8,0.0,2.77,0.0,0.0,0.0,153.0,18.2,0.0,0.0,17.3,0.0,0.0,0.0
2022 Tour d'Alsace Stage 4.gpx,https://www.komoot.com/tour/2984221599,117.0,18.6,3.34,0.293,0.434,0.0,0.0,0.0,151.0,8.83,0.0,0.434,20.7,0.0,0.0,0.0
2022 Tour d'Eure-et-Loir Stage 1.gpx,https://www.komoot.com/tour/2984223098,154.0,0.873,0.721,0.0,0.0,0.0,0.0,0.0,158.0,3.33,0.0,0.0,5.98,0.0,0.0,0.0
2022 Tour d'Eure-et-Loir Stage 2.gpx,https://www.komoot.com/tour/2984224777,185.0,0.0,1.21,0.248,0.0,0.248,0.0,0.0,184.0,6.7,0.0,0.0,4.35,0.0,0.0,0.0
2022 Tour d'Eure-et-Loir Stage 3.gpx,https://www.komoot.com/tour/2984226638,157.0,2.22,4.21,0.212,2.0,0.212,0.0,0.0,175.0,6.82,0.235,2.0,19.0,0.0,0.0,0.0
2022 Tour de France Stage 1.gpx,https://www.komoot.com/tour/2984228188,0.329,9.51,1.29,0.606,1.18,0.519,0.134,0.0,5.48,6.85,0.639,0.0,0.0,0.0,0.0,0.0
2022 Tour de France Stage 10.gpx,https://www.komoot.com/tour/2984229888,87.0,10.2,0.904,1.3,0.0,0.905,0.0,0.0,147.0,1.34,0.0,0.0,50.3,0.0,0.0,0.0
2022 Tour de France Stage 11.gpx,https://www.komoot.com/tour/2984231594,74.0,23.2,0.0,0.253,0.276,0.164,0.0,0.0,151.0,0.467,0.0,0.0,54.5,0.0,0.0,0.0
2022 Tour de France Stage 12.gpx,https://www.komoot.com/tour/2984233246,118.0,24.4,0.199,0.483,0.144,0.293,0.0,0.0,165.0,0.109,0.0,0.0,22.3,0.0,0.0,0.0
2022 Tour de France Stage 13.gpx,https://www.komoot.com/tour/2984235371,118.0,34.3,0.285,1.26,0.138,1.13,0.0,0.101,191.0,0.348,0.0,0.0,39.1,0.0,0.0,0.0
2022 Tour de France Stage 14.gpx,https://www.komoot.com/tour/2984237180,137.0,10.8,0.299,0.851,0.0,0.649,0.0,0.0,186.0,0.56,0.0,4.29,43.2,0.0,0.0,0.0
2022 Tour de France Stage 15.gpx,https://www.komoot.com/tour/2984239066,168.0,1.35,1.03,0.249,0.0,0.249,0.0,0.0,201.0,1.65,0.0,0.0,31.4,0.0,0.0,0.0
2022 Tour de France Stage 16.gpx,https://www.komoot.com/tour/2984240778,148.0,5.2,0.108,0.0,0.294,0.0,0.0,0.0,161.0,0.189,0.125,17.6,26.1,0.0,0.0,0.0
2022 Tour de France Stage 17.gpx,https://www.komoot.com/tour/2984242449,97.5,2.42,0.97,0.457,0.0,0.457,0.0,0.0,110.0,19.1,0.0,0.0,28.7,0.0,0.0,0.0
2022 Tour de France Stage 18.gpx,https://www.komoot.com/tour/2984244148,141.0,0.0,0.372,2.41,0.316,1.98,0.0,0.0,141.0,0.445,0.0,0.161,0.368,0.0,0.0,0.0
2022 Tour de France Stage 19.gpx,https://www.komoot.com/tour/2984245872,79.5,2.15,1.35,0.237,0.0,0.237,0.0,0.0,188.0,0.179,0.287,0.0,105.0,0.0,0.0,0.0
2022 Tour de France Stage 2.gpx,https://www.komoot.com/tour/2984247715,122.0,34.8,2.27,18.6,0.257,17.8,0.8,0.128,167.0,14.9,0.605,1.17,3.89,0.0,0.0,0.0
2022 Tour de France Stage 20.gpx,https://www.komoot.com/tour/2984249267,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7,0.0,0.0,0.0,2.48,0.0,0.0,0.0
2022 Tour de France Stage 21.gpx,https://www.komoot.com/tour/2984252878,23.4,49.5,7.6,0.833,1.22,0.767,1.96,0.509,74.2,3.25,38.2,0.0,30.2,0.0,0.0,0.0
2022 Tour de France Stage 3.gpx,https://www.komoot.com/tour/2984254704,92.2,52.2,6.82,4.61,0.348,2.52,1.16,0.0,149.0,26.4,1.06,1.61,0.0,0.0,0.0,0.0
2022 Tour de France Stage 4.gpx,https://www.komoot.com/tour/2984256375,100.0,15.2,3.82,0.379,0.0,0.365,0.0,0.0,164.0,5.04,2.13,0.0,52.0,0.0,0.0,0.0
2022 Tour de France Stage 5.gpx,https://www.komoot.com/tour/2984257975,105.0,28.8,5.99,1.62,5.5,1.62,0.373,0.0,128.0,8.38,17.5,1.14,9.59,0.0,0.0,0.0
2022 Tour de France Stage 6.gpx,https://www.komoot.com/tour/2984259544,110.0,3.99,2.09,0.745,0.0,0.745,0.0,0.0,217.0,1.7,0.281,0.0,103.0,0.0,0.0,0.0
2022 Tour de France Stage 7.gpx,https://www.komoot.com/tour/2984261253,110.0,5.68,0.0,0.0,0.915,0.0,0.0,0.123,175.0,1.12,0.0,0.0,59.2,0.0,0.545,0.0
2022 Tour de France Stage 8.gpx,https://www.komoot.com/tour/2984263453,125.0,16.2,0.227,0.309,0.0,0.236,0.0,0.0,184.0,2.44,0.0,0.0,44.9,0.0,0.0,0.0
2022 Tour de France Stage 9.gpx,https://www.komoot.com/tour/2984265758,104.0,23.0,0.531,0.941,1.0,0.487,0.0,0.0,191.0,1.19,0.0,0.186,63.6,0.0,0.0,0.0
2022 Tour de Hokkaido Stage 1.gpx,https://www.komoot.com/tour/2984267009,51.2,0.0,0.0,1.75,0.0,1.75,0.0,0.0,157.0,9.43,0.0,0.0,115.0,0.0,0.0,0.0
2022 Tour de Hokkaido Stage 2.gpx,https://www.komoot.com/tour/2984268248,117.0,0.0,0.413,0.0,0.0,0.0,0.0,0.0,150.0,33.7,0.0,0.0,66.6,0.0,0.0,0.0
2022 Tour de Hokkaido Stage 3.gpx,https://www.komoot.com/tour/2984269556,45.1,0.0,0.0,0.252,0.0,0.252,0.0,0.0,158.0,12.7,0.0,0.0,126.0,0.0,0.0,0.0
2022 Tour de Hongrie Stage 1.gpx,https://www.komoot.com/tour/2984271123,139.0,7.72,1.97,0.0,0.0,0.0,0.0,0.0,197.0,0.0,0.0,0.0,48.8,0.0,0.0,0.0
2022 Tour de Hongrie Stage 2.gpx,https://www.komoot.com/tour/2984272701,109.0,1.83,7.17,0.612,0.781,0.0,0.0,0.0,188.0,2.28,0.0,0.781,73.6,0.0,0.0,0.0
2022 Tour de Hongrie Stage 3.gpx,https://www.komoot.com/tour/2984274009,83.9,9.31,3.25,1.05,1.69,0.0,0.0,0.0,143.0,7.94,0.0,0.839,54.7,0.0,0.0,0.0
2022 Tour de Hongrie Stage 4.gpx,https://www.komoot.com/tour/2984275391,139.0,1.23,0.159,0.0,0.0,0.0,0.0,0.0,176.0,2.01,0.0,0.0,37.6,0.0,0.0,0.0
2022 Tour de Hongrie Stage 5.gpx,https://www.komoot.com/tour/2984277014,115.0,2.56,0.187,0.187,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.115,65.5,0.0,0.0,0.0
2022 Tour de Kumano Stage 1.gpx,https://www.komoot.com/tour/2984278712,15.8,0.0,4.41,2.51,0.0,2.93,0.0,0.0,94.0,15.6,0.0,0.0,89.4,0.0,0.0,0.0
2022 Tour de Kumano Stage 2.gpx,https://www.komoot.com/tour/2984280265,13.3,0.0,0.92,0.0,0.0,0.0,0.0,0.0,43.2,60.3,0.0,0.0,89.3,0.0,0.0,0.0
2022 Tour de Kumano Stage 3.gpx,https://www.komoot.com/tour/2984281895,102.0,0.0,3.09,3.09,0.0,0.0,0.0,0.0,68.7,33.9,0.0,0.0,0.837,0.0,0.0,0.0
2022 Tour de Normandie Stage 1.gpx,https://www.komoot.com/tour/2984283460,117.0,0.515,1.04,0.0,0.0,0.0,0.0,0.0,132.0,16.8,0.0,0.0,30.0,0.0,0.0,0.0
2022 Tour de Normandie Stage 2.gpx,https://www.komoot.com/tour/2984285348,158.0,3.92,0.151,0.0,0.0,0.0,0.0,0.0,167.0,6.13,0.0,0.0,10.6,0.0,0.0,0.0
2022 Tour de Normandie Stage 3.gpx,https://www.komoot.com/tour/2984287220,126.0,0.219,4.51,0.0,0.0,0.0,0.0,0.0,173.0,6.52,0.0,0.0,48.9,0.0,0.0,0.0
2022 Tour de Normandie Stage 4.gpx,https://www.komoot.com/tour/2984289002,137.0,5.08,0.679,0.814,0.0,0.773,0.0,0.0,148.0,12.3,0.0,0.0,17.5,0.0,0.0,0.0
2022 Tour de Normandie Stage 5.gpx,https://www.komoot.com/tour/2984290598,151.0,0.0,5.39,0.0,0.0,0.0,0.0,0.0,140.0,17.1,0.0,0.0,0.922,0.0,0.0,0.0
2022 Tour de Normandie Stage 6.gpx,https://www.komoot.com/tour/2984292237,162.0,1.02,2.61,0.0,0.0,0.0,0.0,0.0,176.0,1.35,0.0,0.0,11.6,0.0,0.0,0.0
2022 Tour de Normandie Stage 7.gpx,https://www.komoot.com/tour/2984293658,139.0,3.23,0.602,0.0,0.0,0.0,0.0,0.42,141.0,2.24,0.0,0.0,0.316,0.0,0.0,0.0
2022 Tour de Okinawa.gpx,https://www.komoot.com/tour/2984295248,39.8,9.31,0.718,0.0,0.0,0.205,0.0,0.0,183.0,18.4,0.0,0.0,151.0,0.0,0.0,0.0
2022 Tour de Pologne Stage 1.gpx,https://www.komoot.com/tour/2984297095,170.0,9.35,1.32,4.41,7.36,0.0,0.196,0.0,207.0,2.61,3.19,0.834,29.7,0.0,0.0,0.0
2022 Tour de Pologne Stage 2.gpx,https://www.komoot.com/tour/2984298698,160.0,10.2,2.55,0.434,1.35,0.0,0.0,0.0,194.0,1.73,6.31,0.247,28.2,0.0,0.0,0.0
2022 Tour de Pologne Stage 3.gpx,https://www.komoot.com/tour/2984300452,201.0,7.62,4.95,0.0,1.19,0.0,0.0,0.0,234.0,0.266,1.8,0.182,21.0,0.0,0.0,0.0
2022 Tour de Pologne Stage 4.gpx,https://www.komoot.com/tour/2984301945,123.0,0.0,5.38,0.687,0.943,0.344,0.0,0.0,174.0,2.94,0.209,1.9,49.8,0.0,0.0,0.0
2022 Tour de Pologne Stage 5.gpx,https://www.komoot.com/tour/2984303647,157.0,4.61,12.1,1.74,3.46,0.0,0.0,0.0,174.0,1.03,2.9,0.222,1.05,0.0,0.0,0.0
2022 Tour de Pologne Stage 6.gpx,https://www.komoot.com/tour/2984305028,11.1,0.0,0.823,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 Tour de Pologne Stage 7.gpx,https://www.komoot.com/tour/2984307271,139.0,7.49,13.5,0.6,1.29,0.442,0.178,0.0,174.0,3.68,1.19,0.0,15.2,0.0,0.0,0.0
2022 Tour de Romandie Prologue.gpx,https://www.komoot.com/tour/2984308735,1.3,1.71,0.283,1.73,0.0,1.73,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 Tour de Romandie Stage 1.gpx,https://www.komoot.com/tour/2984310730,154.0,15.0,4.82,0.935,0.478,0.699,0.0,0.142,172.0,9.27,0.0,0.0,7.03,0.0,0.0,0.0
2022 Tour de Romandie Stage 2.gpx,https://www.komoot.com/tour/2984312554,160.0,2.35,0.255,0.0,0.0,0.0,0.0,0.0,167.0,1.82,0.0,0.0,6.08,0.0,0.0,0.0
2022 Tour de Romandie Stage 3.gpx,https://www.komoot.com/tour/2984314010,152.0,0.897,2.57,0.0,0.0,0.0,0.0,0.0,158.0,7.61,0.0,0.0,9.88,0.0,0.0,0.0
2022 Tour de Romandie Stage 4.gpx,https://www.komoot.com/tour/2984315694,153.0,11.3,3.13,2.31,0.472,1.97,0.141,0.0,173.0,4.78,0.0,0.141,9.76,0.0,0.0,0.0
2022 Tour de Romandie Stage 5.gpx,https://www.komoot.com/tour/2984317157,11.6,0.967,0.128,0.0,0.134,0.0,0.0,0.0,15.3,0.478,0.0,0.0,2.89,0.0,0.0,0.0
2022 Tour de Serbie Stage 1.gpx,https://www.komoot.com/tour/2984318276,73.4,0.0,0.325,4.98,1.4,5.32,0.0,0.0,138.0,3.12,0.0,1.74,67.2,0.0,0.0,0.0
2022 Tour de Serbie Stage 2.gpx,https://www.komoot.com/tour/2984319528,59.0,0.0,0.443,0.369,0.0,0.369,0.0,0.0,149.0,0.64,0.0,0.438,90.1,0.0,0.0,0.0
2022 Tour de Serbie Stage 3.gpx,https://www.komoot.com/tour/2984321122,79.8,0.0,3.97,0.0,0.0,0.0,0.0,0.0,153.0,0.768,0.0,0.0,69.5,0.0,0.0,0.0
2022 Tour de Serbie Stage 4.gpx,https://www.komoot.com/tour/2984322420,80.2,0.0,4.04,0.0,0.188,0.0,0.0,0.0,156.0,0.809,0.0,0.0,72.3,0.0,0.0,0.0
2022 Tour de Suisse Stage 1.gpx,https://www.komoot.com/tour/2984324274,131.0,25.1,5.4,11.1,2.21,0.0,0.0,0.0,174.0,0.785,0.0,0.0,0.0,0.0,0.947,0.0
2022 Tour de Suisse Stage 2.gpx,https://www.komoot.com/tour/2984331072,127.0,25.4,3.9,0.219,0.253,0.0,0.0,0.0,191.0,5.34,0.0,0.0,29.2,0.0,0.0,0.0
2022 Tour de Suisse Stage 3.gpx,https://www.komoot.com/tour/2984333073,98.6,18.9,7.42,3.54,0.326,3.25,0.0,0.0,163.0,10.5,0.0,0.105,49.1,0.0,0.0,0.0
2022 Tour de Suisse Stage 4.gpx,https://www.komoot.com/tour/2984335531,68.5,43.6,0.976,0.423,0.396,0.0,0.0,0.0,178.0,13.1,0.139,0.0,77.9,0.0,0.0,0.0
2022 Tour de Suisse Stage 5.gpx,https://www.komoot.com/tour/2984337527,112.0,30.5,8.0,0.914,0.58,0.787,0.0,0.0,182.0,5.75,0.0,0.0,36.6,0.0,0.0,0.0
2022 Tour de Suisse Stage 6.gpx,https://www.komoot.com/tour/2984339535,89.3,14.8,2.71,4.75,0.26,5.35,1.13,0.0,171.0,4.4,0.0,0.571,68.2,0.195,0.0,0.0
2022 Tour de Suisse Stage 7.gpx,https://www.komoot.com/tour/2984342239,86.2,26.1,2.35,0.689,2.2,0.551,0.272,0.0,190.0,4.86,0.0,0.922,78.8,0.0,0.0,0.0
2022 Tour de Suisse Stage 8.gpx,https://www.komoot.com/tour/2984343592,3.81,13.1,0.735,0.32,0.862,0.32,0.0,0.0,24.5,0.372,0.105,0.0,6.35,0.0,0.0,0.0
2022 Tour de Taiwan Stage 1.gpx,https://www.komoot.com/tour/2984346238,56.1,10.4,0.611,14.6,9.6,6.94,0.0,0.0,60.7,5.04,4.96,0.0,1.77,0.0,0.0,0.0
2022 Tour de Taiwan Stage 2.gpx,https://www.komoot.com/tour/2984348983,31.3,4.63,0.896,0.834,0.191,0.682,0.0,0.0,110.0,12.5,0.0,0.0,86.3,0.0,0.0,0.0
2022 Tour de Taiwan Stage 3.gpx,https://www.komoot.com/tour/2984350382,69.9,5.21,2.08,0.631,0.0,0.0,0.0,0.215,153.0,1.4,0.259,0.0,77.7,0.0,0.0,0.0
2022 Tour de Taiwan Stage 4.gpx,https://www.komoot.com/tour/2984352296,20.9,0.0,15.3,9.05,0.511,0.0,0.0,0.162,152.0,4.82,0.0,0.0,129.0,0.0,0.0,0.0
2022 Tour de Taiwan Stage 5.gpx,https://www.komoot.com/tour/2984354910,133.0,13.9,1.37,1.27,0.0,0.0,0.0,0.0,133.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0
2022 Tour de Vendee.gpx,https://www.komoot.com/tour/2984356624,186.0,5.07,15.1,0.0,0.0,0.0,0.0,0.0,151.0,54.7,0.0,0.0,0.286,0.0,0.0,0.0
2022 Tour de l'Ain Stage 1.gpx,https://www.komoot.com/tour/2984358194,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.747,0.0,0.0,0.0
2022 Tour de l'Ain Stage 2.gpx,https://www.komoot.com/tour/2984359707,141.0,0.0,0.579,0.0,0.0,0.0,0.0,0.0,142.0,0.579,0.0,0.0,1.05,0.0,0.0,0.0
2022 Tour de l'Ain Stage 3.gpx,https://www.komoot.com/tour/2984366329,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,7.22,0.0,0.0,1.09,0.0,0.0,0.0
2022 Tour de la Mirabelle Prologue.gpx,https://www.komoot.com/tour/2984367934,1.64,0.41,0.0,0.0,0.211,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 Tour de la Mirabelle Stage 1.gpx,https://www.komoot.com/tour/2984369245,133.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,168.0,5.75,0.0,0.0,38.8,0.0,0.0,0.0
2022 Tour de la Mirabelle Stage 2.gpx,https://www.komoot.com/tour/2984370589,135.0,1.63,1.44,0.157,0.267,0.658,0.0,0.0,152.0,2.42,0.0,0.267,16.3,0.0,0.0,0.0
2022 Tour de la Mirabelle Stage 3.gpx,https://www.komoot.com/tour/2984371992,154.0,0.0,0.344,0.0,0.0,0.0,0.0,0.0,163.0,2.79,0.0,0.0,11.6,0.0,0.0,0.0
2022 Tour de la Provence Prologue.gpx,https://www.komoot.com/tour/2984373050,5.94,0.383,0.149,0.584,0.212,0.38,0.0,0.0,6.32,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2022 Tour de la Provence Stage 1.gpx,https://www.komoot.com/tour/2984374374,130.0,1.28,1.59,0.0,0.0,0.0,0.0,0.0,152.0,0.201,0.0,0.0,18.8,0.0,0.0,0.0
2022 Tour de la Provence Stage 2.gpx,https://www.komoot.com/tour/2984376125,146.0,4.96,1.76,0.767,0.0,0.856,0.0,0.0,180.0,0.0,0.0,0.0,27.7,0.0,0.0,0.0
2022 Tour de la Provence Stage 3.gpx,https://www.komoot.com/tour/2984377980,148.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,165.0,0.408,0.0,0.0,17.0,0.0,0.0,0.0
