fichier_gpx,route_url,road_km,state_road_km,street_km,asphalt_km,unpaved_km,paved_km,off-grid_(unknown)_km,unknown_km,path_km,cobblestones_km,cycleway_km,singletrack_km,compacted_gravel_km,access_road_km
2023 Tour de Pologne Stage 5.gpx,https://www.komoot.com/tour/2985616513,195.0,0.0,2.92,198.0,0.0,0.0,0.0,0.18,0.131,0.833,0.0,0.0,0.0,0.0
2023 Tour de Pologne Stage 6.gpx,https://www.komoot.com/tour/2985618012,12.0,1.14,1.14,15.4,0.0,0.296,0.459,0.489,0.0,0.408,1.84,0.0,0.0,0.0
2023 Tour de Pologne Stage 7.gpx,https://www.komoot.com/tour/2985619874,131.0,20.5,5.64,164.0,0.143,1.34,0.182,0.444,0.16,0.0,7.72,0.143,0.0,0.0
2023 Tour de Romandie Stage 1.gpx,https://www.komoot.com/tour/2985621495,131.0,17.7,0.879,162.0,0.0,6.83,0.569,0.171,0.775,0.0,18.9,0.0,0.0,0.0
2023 Tour de Romandie Stage 2.gpx,https://www.komoot.com/tour/2985623076,98.2,43.2,2.62,161.0,0.0,2.31,0.0,0.15,0.49,0.0,18.2,0.0,0.0,0.0
2023 Tour de Romandie Stage 3.gpx,https://www.komoot.com/tour/2985624191,12.5,3.43,1.92,15.9,0.0,0.977,0.0,0.0,0.977,0.0,0.0,0.0,0.0,0.0
2023 Tour de Romandie Stage 4.gpx,https://www.komoot.com/tour/2985625955,138.0,2.23,5.65,155.0,0.145,5.53,0.0,0.737,0.878,0.0,15.2,0.0,0.0,0.147
2023 Tour de Romandie Stage 5.gpx,https://www.komoot.com/tour/2985627813,131.0,10.0,3.73,159.0,0.0,7.9,2.27,2.38,0.215,0.0,22.2,0.0,0.0,0.155
2023 Tour de Suisse Stage 1.gpx,https://www.komoot.com/tour/2985628955,10.4,0.0,0.634,12.2,0.0,0.0,0.0,0.0,0.505,0.395,1.03,0.0,0.0,0.0
2023 Tour de Suisse Stage 2.gpx,https://www.komoot.com/tour/2985630888,113.0,35.1,1.74,167.0,0.0,7.33,0.0,0.286,1.06,0.0,22.6,0.0,0.0,0.0
2023 Tour de Suisse Stage 3.gpx,https://www.komoot.com/tour/2985632372,102.0,34.1,0.0,143.0,0.0,0.554,0.0,0.0,0.0,0.0,7.31,0.0,0.0,0.0
2023 Tour de Suisse Stage 4.gpx,https://www.komoot.com/tour/2985634138,100.0,25.7,2.41,148.0,2.69,0.577,0.0,1.01,0.398,0.0,23.6,0.128,0.0,0.0
2023 Tour de Suisse Stage 5.gpx,https://www.komoot.com/tour/2985635718,62.1,139.0,0.303,207.0,0.0,0.135,1.69,1.69,1.97,0.226,5.76,0.0,1.6,0.0
2023 Tour de Suisse Stage 7.gpx,https://www.komoot.com/tour/2985637574,126.0,17.2,3.35,162.0,0.146,17.1,0.767,0.971,1.75,0.174,29.4,0.0,0.0,0.0
2023 Tour de Suisse Stage 8.gpx,https://www.komoot.com/tour/2985638981,17.9,0.309,2.47,25.8,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0
2023 Tour de Taiwan Stage 1.gpx,https://www.komoot.com/tour/2985641223,54.8,1.51,0.0,58.0,0.0,5.47,15.7,21.3,7.18,1.91,7.52,0.0,0.0,0.0
2023 Tour de Taiwan Stage 2.gpx,https://www.komoot.com/tour/2985643474,31.3,86.3,0.896,110.0,0.0,12.5,0.682,0.834,0.191,0.0,4.63,0.0,0.0,0.0
2023 Tour de Taiwan Stage 3.gpx,https://www.komoot.com/tour/2985644801,74.5,75.4,2.29,156.0,0.0,2.21,0.0,0.0,0.0,0.259,6.54,0.0,0.0,0.0
2023 Tour de Taiwan Stage 4.gpx,https://www.komoot.com/tour/2985646057,43.2,111.0,0.394,167.0,0.0,0.124,0.533,0.793,0.0,0.0,13.2,0.0,0.0,0.0
2023 Tour de Taiwan Stage 5.gpx,https://www.komoot.com/tour/2985647875,17.1,123.0,2.84,146.0,0.0,1.98,0.0,0.189,0.363,0.0,5.3,0.0,0.0,0.0
2023 Tour de Vendee.gpx,https://www.komoot.com/tour/2985649493,166.0,12.4,20.1,132.0,0.0,73.9,0.216,0.35,0.0,0.0,7.04,0.0,0.0,0.0
2023 Tour de l'Ain Stage 1.gpx,https://www.komoot.com/tour/2985650814,152.0,1.18,0.368,151.0,0.0,2.47,0.214,0.24,0.0,0.0,0.111,0.0,0.0,0.0
2023 Tour de l'Ain Stage 2.gpx,https://www.komoot.com/tour/2985651842,123.0,0.0,0.403,123.0,0.0,0.403,0.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour de l'Ain Stage 3.gpx,https://www.komoot.com/tour/2985653006,113.0,22.7,0.149,132.0,0.0,3.62,0.0,0.0,0.0,0.0,0.511,0.0,0.0,0.0
2023 Tour de la Mirabelle Stage 1.gpx,https://www.komoot.com/tour/2985654619,111.0,48.2,0.295,160.0,0.421,0.498,0.0,0.0,0.421,0.0,0.477,0.0,0.0,0.0
2023 Tour de la Mirabelle Stage 2.gpx,https://www.komoot.com/tour/2985655833,139.0,20.4,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.0,0.0,0.0
2023 Tour de la Mirabelle Stage 3.gpx,https://www.komoot.com/tour/2985656918,155.0,21.0,1.0,177.0,0.0,1.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0
2023 Tour des Alpes Maritimes et du Var Stage 1.gpx,https://www.komoot.com/tour/2985658640,111.0,69.9,2.19,186.0,0.0,0.526,0.0,0.171,0.155,0.0,1.68,0.0,0.0,0.0
2023 Tour des Alpes Maritimes et du Var Stage 2.gpx,https://www.komoot.com/tour/2985660094,71.0,98.4,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.141,9.44,0.0,0.0,0.0
2023 Tour des Alpes Maritimes et du Var Stage 3.gpx,https://www.komoot.com/tour/2985661445,110.0,1.89,2.48,131.0,0.0,0.478,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
2023 Tour du Benin Stage 1.gpx,https://www.komoot.com/tour/2985662495,2.49,134.0,0.0,136.0,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Benin Stage 2.gpx,https://www.komoot.com/tour/2985663813,1.05,155.0,0.0,155.0,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0
2023 Tour du Benin Stage 3.gpx,https://www.komoot.com/tour/2985664941,0.0,141.0,0.0,140.0,0.0,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Benin Stage 4.gpx,https://www.komoot.com/tour/2985665866,4.83,105.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Benin Stage 5.gpx,https://www.komoot.com/tour/2985667034,1.62,119.0,4.24,124.0,0.386,0.567,0.658,0.658,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Cameroun Stage 1.gpx,https://www.komoot.com/tour/2985668042,6.21,97.7,0.0,80.5,0.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Cameroun Stage 2.gpx,https://www.komoot.com/tour/2985669101,59.8,43.8,0.0,103.0,0.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Cameroun Stage 3.gpx,https://www.komoot.com/tour/2985669979,0.672,108.0,0.0,74.6,0.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Cameroun Stage 4.gpx,https://www.komoot.com/tour/2985671088,0.0,164.0,0.0,129.0,0.0,34.5,0.502,0.502,0.0,0.455,0.0,0.0,0.0,0.0
2023 Tour du Cameroun Stage 6.gpx,https://www.komoot.com/tour/2985672448,0.0,107.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Cameroun Stage 7.gpx,https://www.komoot.com/tour/2985673433,2.58,120.0,0.0,114.0,0.477,7.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Cameroun Stage 8.gpx,https://www.komoot.com/tour/2985674637,0.157,118.0,0.112,111.0,0.112,6.93,0.541,0.541,0.0,0.153,0.0,0.0,0.0,0.0
2023 Tour du Doubs.gpx,https://www.komoot.com/tour/2985675767,185.0,7.95,1.12,200.0,0.0,0.388,0.0,0.145,0.905,0.0,5.05,0.0,0.0,0.0
2023 Tour du Faso Stage 1.gpx,https://www.komoot.com/tour/2985679936,2.88,133.0,0.368,133.0,0.247,10.8,0.709,0.709,0.0,0.0,7.56,0.247,0.0,0.0
2023 Tour du Faso Stage 10.gpx,https://www.komoot.com/tour/2985681295,7.53,51.2,0.0,59.1,0.0,53.0,0.0,0.0,0.0,0.0,53.4,0.0,0.0,0.0
2023 Tour du Faso Stage 2.gpx,https://www.komoot.com/tour/2985682385,2.86,96.4,0.577,96.4,0.187,11.0,0.715,0.715,0.0,0.0,7.56,0.187,0.0,0.0
2023 Tour du Faso Stage 3.gpx,https://www.komoot.com/tour/2985684000,0.222,52.7,0.671,54.2,0.0,85.7,0.0,0.0,0.0,0.0,86.3,0.0,0.0,0.0
2023 Tour du Faso Stage 4.gpx,https://www.komoot.com/tour/2985685158,0.0,132.0,1.39,132.0,0.653,2.78,1.36,1.45,0.0,0.0,2.17,0.0,0.0,0.0
2023 Tour du Faso Stage 5.gpx,https://www.komoot.com/tour/2985686130,0.0,75.8,0.0,75.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Faso Stage 6.gpx,https://www.komoot.com/tour/2985686987,1.48,99.7,0.239,75.1,22.6,12.8,2.46,2.7,0.0,0.0,11.6,0.0,2.23,0.0
2023 Tour du Faso Stage 7.gpx,https://www.komoot.com/tour/2985687757,0.243,115.0,0.0,89.8,23.0,0.243,1.16,1.16,0.0,0.0,0.0,0.0,2.15,0.0
2023 Tour du Faso Stage 8.gpx,https://www.komoot.com/tour/2985688783,30.4,72.1,0.0,78.8,0.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Faso Stage 9.gpx,https://www.komoot.com/tour/2985689897,0.57,128.0,0.0,128.0,0.0,0.57,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Finistere.gpx,https://www.komoot.com/tour/2985691298,170.0,8.84,3.84,168.0,0.0,26.5,0.0,0.0,0.238,0.127,11.8,0.0,0.0,0.0
2023 Tour du Jura Cycliste.gpx,https://www.komoot.com/tour/2985692506,150.0,15.2,1.25,152.0,0.145,13.7,0.0,0.178,0.145,0.0,0.0,0.0,0.0,0.0
2023 Tour du Limousin- Perigord - Nouvelle Aquitaine Stage 1.gpx,https://www.komoot.com/tour/2985693618,166.0,0.0,0.374,153.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Limousin- Perigord - Nouvelle Aquitaine Stage 2.gpx,https://www.komoot.com/tour/2985694733,177.0,4.83,3.8,154.0,0.0,31.9,0.219,0.219,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Limousin- Perigord - Nouvelle Aquitaine Stage 3.gpx,https://www.komoot.com/tour/2985696007,172.0,21.5,2.95,185.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Limousin- Perigord - Nouvelle Aquitaine Stage 4.gpx,https://www.komoot.com/tour/2985697348,151.0,6.0,12.3,150.0,0.0,20.8,0.0,0.127,0.127,0.0,1.51,0.0,0.0,0.0
2023 Tour du Loir et Cher Stage 1.gpx,https://www.komoot.com/tour/2985698635,126.0,26.6,6.57,128.0,0.0,34.3,0.0,0.0,0.0,0.0,2.98,0.0,0.0,0.0
2023 Tour du Loir et Cher Stage 2.gpx,https://www.komoot.com/tour/2985699642,167.0,0.688,0.844,167.0,0.0,2.75,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0
2023 Tour du Loir et Cher Stage 3.gpx,https://www.komoot.com/tour/2985700846,169.0,0.662,9.73,164.0,0.0,17.3,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0
2023 Tour du Loir et Cher Stage 4.gpx,https://www.komoot.com/tour/2985702049,193.0,5.38,0.247,190.0,0.145,8.59,0.0,0.0,0.145,0.0,0.669,0.0,0.0,0.0
2023 Tour du Loir et Cher Stage 5.gpx,https://www.komoot.com/tour/2985703999,42.5,15.3,15.3,95.4,0.0,0.0,0.0,0.3,5.25,2.2,19.5,0.0,0.0,0.0
2023 Tour du Rwanda Stage 1.gpx,https://www.komoot.com/tour/2985705147,30.1,86.6,0.0,107.0,0.0,10.0,0.276,0.276,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Rwanda Stage 2.gpx,https://www.komoot.com/tour/2985706116,12.7,121.0,0.0,29.5,2.39,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Rwanda Stage 3.gpx,https://www.komoot.com/tour/2985707033,0.0,200.0,0.0,14.5,0.0,185.0,0.189,0.189,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Rwanda Stage 4.gpx,https://www.komoot.com/tour/2985707986,1.9,137.0,0.15,136.0,2.05,0.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Rwanda Stage 5.gpx,https://www.komoot.com/tour/2985708954,10.2,184.0,0.0,171.0,0.527,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Rwanda Stage 6.gpx,https://www.komoot.com/tour/2985709911,9.67,146.0,0.289,116.0,0.68,40.0,0.418,0.418,0.0,0.0,0.0,0.121,0.0,0.0
2023 Tour du Rwanda Stage 7.gpx,https://www.komoot.com/tour/2985710813,67.8,48.2,0.138,72.5,0.0,43.8,0.602,0.722,0.265,0.0,0.0,0.0,0.0,0.0
2023 Tour du Rwanda Stage 8.gpx,https://www.komoot.com/tour/2985711642,51.6,9.85,14.8,29.7,0.0,43.6,1.14,1.19,0.0,2.91,0.0,0.0,0.0,0.0
2023 Tour du Sahel Stage 1.gpx,https://www.komoot.com/tour/2985712564,0.0,110.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Sahel Stage 2.gpx,https://www.komoot.com/tour/2985713454,6.58,64.6,0.0,64.2,6.45,0.597,3.84,3.84,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Sahel Stage 3.gpx,https://www.komoot.com/tour/2985714281,0.0,88.5,0.0,59.1,3.84,26.2,12.7,12.7,0.732,0.0,0.0,0.0,0.0,0.0
2023 Tour du Sahel Stage 4.gpx,https://www.komoot.com/tour/2985715416,0.0,80.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Sahel Stage 5.gpx,https://www.komoot.com/tour/2985716367,26.4,70.2,0.0,96.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Albania Stage 1.gpx,https://www.komoot.com/tour/2985717327,1.33,111.0,1.01,112.0,1.25,0.352,28.9,29.4,0.263,0.0,0.0,0.0,0.0,0.0
2023 Tour of Albania Stage 2.gpx,https://www.komoot.com/tour/2985718886,7.12,115.0,1.01,121.0,1.25,0.279,28.8,29.3,0.263,0.267,0.0,0.0,0.0,0.0
2023 Tour of Albania Stage 3.gpx,https://www.komoot.com/tour/2985724291,40.7,76.3,2.72,118.0,1.14,0.49,22.0,23.0,0.572,0.0,0.371,0.0,0.0,0.0
2023 Tour of Albania Stage 4.gpx,https://www.komoot.com/tour/2985725310,28.7,112.0,3.87,120.0,1.46,23.2,36.3,37.4,0.691,0.0,0.0,0.0,0.0,0.0
2023 Tour of Albania Stage 5.gpx,https://www.komoot.com/tour/2985726309,0.939,120.0,0.335,121.0,0.0,0.0,0.294,0.608,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Austria Stage 1.gpx,https://www.komoot.com/tour/2985727997,94.8,21.1,4.3,147.0,0.0,0.143,0.0,0.0,0.408,0.83,26.9,0.201,0.0,0.0
2023 Tour of Austria Stage 2.gpx,https://www.komoot.com/tour/2985729517,69.4,84.8,2.65,158.0,0.0,0.252,0.399,0.483,0.197,0.0,0.736,0.0,0.0,0.0
2023 Tour of Austria Stage 3.gpx,https://www.komoot.com/tour/2985730841,52.9,93.5,0.262,148.0,0.0,0.6,0.17,0.17,0.0,0.0,2.09,0.0,0.0,0.0
2023 Tour of Austria Stage 4.gpx,https://www.komoot.com/tour/2985732187,33.2,148.0,2.78,188.0,0.633,2.09,6.12,6.43,1.64,0.305,5.7,0.0,0.271,0.337
2023 Tour of Austria Stage 5.gpx,https://www.komoot.com/tour/2985733317,124.0,32.0,0.0,155.0,0.0,0.245,0.0,0.0,0.0,0.344,0.155,0.0,0.0,0.0
2023 Tour of Binzhou Stage 1.gpx,https://www.komoot.com/tour/2985734313,6.18,10.8,4.07,13.5,0.0,7.58,97.3,97.3,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Binzhou Stage 2.gpx,https://www.komoot.com/tour/2985735274,11.0,2.91,0.314,13.2,0.0,0.864,209.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Britain Stage 1.gpx,https://www.komoot.com/tour/2985736768,72.8,77.3,3.92,153.0,0.0,10.4,0.0,0.305,0.0,0.0,9.84,0.0,0.0,0.0
2023 Tour of Britain Stage 2.gpx,https://www.komoot.com/tour/2985737753,74.3,30.8,0.0,104.0,0.0,5.05,0.312,0.48,0.106,0.0,3.46,0.0,0.0,0.0
2023 Tour of Britain Stage 3.gpx,https://www.komoot.com/tour/2985738669,92.5,57.4,3.19,142.0,0.0,12.1,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0
2023 Tour of Britain Stage 4.gpx,https://www.komoot.com/tour/2985739703,123.0,39.7,1.83,157.0,0.0,10.1,0.188,0.188,1.11,0.0,1.22,0.0,0.0,0.0
2023 Tour of Britain Stage 5.gpx,https://www.komoot.com/tour/2985741238,145.0,43.1,0.0,181.0,0.0,11.2,0.0,0.0,0.37,0.0,4.24,0.0,0.0,0.0
2023 Tour of Britain Stage 6.gpx,https://www.komoot.com/tour/2985742811,138.0,7.6,0.309,125.0,0.0,20.8,0.291,0.291,0.0,0.0,0.146,0.0,0.0,0.0
2023 Tour of Britain Stage 7.gpx,https://www.komoot.com/tour/2985744498,105.0,56.1,0.153,162.0,0.0,8.69,0.0,0.104,0.921,0.0,8.26,0.0,0.0,0.0
2023 Tour of Britain Stage 8.gpx,https://www.komoot.com/tour/2985745866,80.7,82.6,0.711,157.0,0.0,9.86,1.16,1.48,2.79,0.0,0.387,0.0,0.466,0.0
2023 Tour of Estonia Stage 1.gpx,https://www.komoot.com/tour/2985747168,186.0,2.09,4.48,189.0,0.981,1.88,0.319,0.371,0.0,0.325,0.0,0.0,0.0,0.0
2023 Tour of Hainan Stage 1.gpx,https://www.komoot.com/tour/2985750632,1.76,0.924,2.17,2.52,0.0,14.6,77.4,77.4,0.0,0.0,12.3,0.0,0.0,0.0
2023 Tour of Hainan Stage 2.gpx,https://www.komoot.com/tour/2985751478,28.0,1.33,1.84,25.2,0.302,5.75,183.0,184.0,0.0,0.0,0.0,0.263,0.0,0.0
2023 Tour of Hainan Stage 3.gpx,https://www.komoot.com/tour/2985752728,2.65,0.369,0.409,2.7,0.0,0.727,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Hainan Stage 4.gpx,https://www.komoot.com/tour/2985753793,1.89,1.55,0.698,2.95,0.0,1.18,147.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Hainan Stage 5.gpx,https://www.komoot.com/tour/2985759793,1.19,3.02,1.37,3.99,0.0,0.713,199.0,201.0,0.405,0.0,0.0,0.0,0.0,0.0
2023 Tour of Huangshan Stage 1.gpx,https://www.komoot.com/tour/2985761092,1.72,1.04,0.336,1.98,2.23,0.784,114.0,114.0,0.0,0.0,0.0,2.31,0.0,0.0
2023 Tour of Huangshan Stage 2.gpx,https://www.komoot.com/tour/2985762104,0.375,0.463,0.167,0.93,0.0,0.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Huangshan Stage 3.gpx,https://www.komoot.com/tour/2985763188,4.32,0.0,0.0,1.93,0.0,2.39,141.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Iran (Azarbaijan) Stage 1.gpx,https://www.komoot.com/tour/2985764554,4.59,63.5,1.49,67.9,0.414,0.254,84.2,85.3,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Iran (Azarbaijan) Stage 2.gpx,https://www.komoot.com/tour/2985765483,2.45,117.0,0.0,119.0,2.03,0.0,25.5,25.5,2.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Iran (Azarbaijan) Stage 3.gpx,https://www.komoot.com/tour/2985766580,0.941,124.0,0.524,125.0,0.0,0.524,2.45,2.26,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Iran (Azarbaijan) Stage 4.gpx,https://www.komoot.com/tour/2985767634,4.74,203.0,0.208,208.0,0.0,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15
2023 Tour of Iran (Azarbaijan) Stage 5.gpx,https://www.komoot.com/tour/2985768615,5.22,192.0,0.181,194.0,0.0,0.266,0.0,0.37,0.37,3.04,0.0,0.0,0.0,0.0
2023 Tour of Istanbul Stage 1.gpx,https://www.komoot.com/tour/2985769637,153.0,22.7,0.491,168.0,0.0,8.54,0.194,0.235,0.0,0.0,0.162,0.0,0.0,0.0
2023 Tour of Istanbul Stage 2.gpx,https://www.komoot.com/tour/2985770644,103.0,27.8,3.36,129.0,0.129,4.54,0.961,1.25,0.129,0.0,0.0,0.0,0.0,0.0
2023 Tour of Istanbul Stage 3.gpx,https://www.komoot.com/tour/2985772419,93.5,38.0,0.0,131.0,0.539,0.685,0.0,0.0,0.539,0.0,0.0,0.0,0.0,0.0
2023 Tour of Istanbul Stage 4.gpx,https://www.komoot.com/tour/2985774244,0.883,80.4,1.24,81.3,0.0,1.46,9.87,10.0,0.294,0.194,0.0,0.0,0.0,0.189
2023 Tour of Japan Prologue.gpx,https://www.komoot.com/tour/2985775316,1.68,0.0,0.0,2.17,0.0,0.416,0.0,0.0,0.0,0.0,0.904,0.0,0.0,0.0
2023 Tour of Japan Stage 1.gpx,https://www.komoot.com/tour/2985776461,63.1,42.6,0.0,85.7,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Japan Stage 2.gpx,https://www.komoot.com/tour/2985777703,123.0,0.0,0.0,0.0,4.97,123.0,0.0,0.0,0.0,0.0,0.0,4.97,0.0,0.0
2023 Tour of Japan Stage 3.gpx,https://www.komoot.com/tour/2985778504,72.0,63.7,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Japan Stage 4.gpx,https://www.komoot.com/tour/2985779302,88.5,29.8,0.236,108.0,0.0,10.7,0.0,0.236,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Japan Stage 5.gpx,https://www.komoot.com/tour/2985780195,11.0,0.0,0.109,11.0,0.0,0.0,0.0,0.109,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Japan Stage 6.gpx,https://www.komoot.com/tour/2985781348,73.8,35.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Japan Stage 7.gpx,https://www.komoot.com/tour/2985783108,30.9,72.5,0.0,107.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0
2023 Tour of Kosovo Stage 1.gpx,https://www.komoot.com/tour/2985783928,3.03,24.7,3.91,25.6,2.17,5.14,112.0,113.0,2.9,0.0,0.0,0.0,0.0,0.0
2023 Tour of Kosovo Stage 2.gpx,https://www.komoot.com/tour/2985784821,1.89,24.3,3.06,24.7,0.501,3.21,115.0,117.0,0.501,0.0,0.0,0.0,0.0,0.0
2023 Tour of Kosovo Stage 3.gpx,https://www.komoot.com/tour/2985786065,1.73,24.7,2.27,25.6,1.93,2.78,126.0,127.0,2.96,0.0,0.0,0.0,0.0,0.0
2023 Tour of Leuven - Memorial Jef Scherens.gpx,https://www.komoot.com/tour/2985788018,66.4,4.48,62.1,128.0,0.0,48.3,4.48,4.52,2.52,12.3,42.5,0.0,0.0,0.0
2023 Tour of Malopolska Prologue.gpx,https://www.komoot.com/tour/2985789014,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0
2023 Tour of Malopolska Stage 1.gpx,https://www.komoot.com/tour/2985790198,137.0,0.615,8.02,139.0,0.0,7.92,0.0,0.267,2.21,2.12,0.819,0.0,0.0,0.0
2023 Tour of Malopolska Stage 2.gpx,https://www.komoot.com/tour/2985791266,148.0,8.99,0.454,157.0,0.0,3.54,0.0,0.497,1.76,2.08,4.32,0.0,0.0,0.0
2023 Tour of Malopolska Stage 3.gpx,https://www.komoot.com/tour/2985792243,129.0,2.38,4.04,132.0,0.345,7.06,0.0,0.122,1.23,1.59,4.41,0.0,0.0,0.0
2023 Tour of Norway Prologue.gpx,https://www.komoot.com/tour/2985793170,1.06,1.37,1.71,6.3,0.0,0.0,1.02,1.02,0.0,0.0,2.16,0.0,0.0,0.0
2023 Tour of Norway Stage 1.gpx,https://www.komoot.com/tour/2985794042,13.5,69.2,0.358,83.1,0.0,1.6,0.253,0.379,1.29,0.0,0.774,0.0,0.0,0.0
2023 Tour of Norway Stage 2.gpx,https://www.komoot.com/tour/2985795074,20.4,128.0,1.18,153.0,0.244,0.0,11.3,12.2,0.898,0.0,3.71,0.0,0.0,0.0
2023 Tour of Norway Stage 3.gpx,https://www.komoot.com/tour/2985796786,43.8,81.2,2.83,139.0,0.723,1.47,9.17,9.84,1.5,1.37,12.5,1.06,0.0,0.0
2023 Tour of Oman Stage 1.gpx,https://www.komoot.com/tour/2985797802,48.4,93.5,0.406,142.0,0.0,0.0,3.95,4.15,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Oman Stage 2.gpx,https://www.komoot.com/tour/2985798844,70.7,99.7,3.02,170.0,0.448,3.02,2.03,1.54,0.173,0.0,0.0,0.0,0.0,0.0
2023 Tour of Oman Stage 3.gpx,https://www.komoot.com/tour/2985799830,76.1,72.5,2.72,150.0,0.0,1.78,2.0,2.0,0.0,0.0,0.7,0.0,0.0,0.0
2023 Tour of Oman Stage 4.gpx,https://www.komoot.com/tour/2985801198,75.9,89.4,3.5,162.0,0.0,6.31,36.8,37.3,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Oman Stage 5.gpx,https://www.komoot.com/tour/2985802311,104.0,46.4,0.0,152.0,0.0,0.0,1.58,0.0,0.0,0.0,0.7,0.0,0.0,0.0
2023 Tour of Poyang Lake Stage 1.gpx,https://www.komoot.com/tour/2985803533,0.0,112.0,0.0,112.0,0.0,0.0,2.09,1.89,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Poyang Lake Stage 2.gpx,https://www.komoot.com/tour/2985804555,1.99,0.0,0.0,0.0,0.0,2.07,111.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Poyang Lake Stage 3.gpx,https://www.komoot.com/tour/2985805541,102.0,48.9,0.0,98.9,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Poyang Lake Stage 4.gpx,https://www.komoot.com/tour/2985806541,36.8,70.1,1.01,107.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
