fichier_gpx,route_url,road_km,state_road_km,off-grid_(unknown)_km,street_km,asphalt_km,unknown_km,cycleway_km,access_road_km,paved_km,cobblestones_km,path_km,unpaved_km,singletrack_km,compacted_gravel_km,ferry_km,alpine_km,alpine_path_km
2019 Tour of Iran (Azarbaijan) Stage 4.gpx,https://www.komoot.com/tour/2972447613,0.607,196.0,0.0,0.71,196.0,1.15,0.0,1.15,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Iran (Azarbaijan) Stage 5.gpx,https://www.komoot.com/tour/2972448381,2.0,188.0,0.543,0.878,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.878,0.0,0.0,0.0,0.0,0.0
2019 Tour of Kayseri Stage 1.gpx,https://www.komoot.com/tour/2972449420,26.1,108.0,0.0,0.0,132.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Kayseri Stage 2.gpx,https://www.komoot.com/tour/2972450281,9.68,138.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.311,0.311,0.0,0.0,0.0,0.0,0.0
2019 Tour of Kosovo Stage 1.gpx,https://www.komoot.com/tour/2972450951,3.64,24.8,111.0,3.06,25.9,98.9,0.0,0.0,4.34,0.0,2.43,2.55,0.0,0.0,0.0,0.0,0.0
2019 Tour of Kosovo Stage 2.gpx,https://www.komoot.com/tour/2972451690,1.89,24.3,116.0,1.95,24.8,117.0,0.0,0.0,2.45,0.0,0.577,0.577,0.0,0.0,0.0,0.0,0.0
2019 Tour of Kosovo Stage 3.gpx,https://www.komoot.com/tour/2972452359,2.04,24.7,125.0,2.73,25.9,116.0,0.0,0.0,3.11,0.0,2.24,1.82,0.0,0.0,0.0,0.0,0.0
2019 Tour of Malopolska Stage 1.gpx,https://www.komoot.com/tour/2972453225,116.0,0.0,0.0,2.25,117.0,0.0,0.0,0.0,0.998,1.52,1.61,0.123,0.0,0.0,0.0,0.0,0.0
2019 Tour of Malopolska Stage 2.gpx,https://www.komoot.com/tour/2972454067,93.7,29.1,0.646,15.6,134.0,1.05,1.82,0.0,6.17,0.192,0.893,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Malopolska Stage 3.gpx,https://www.komoot.com/tour/2972454879,118.0,12.0,0.0,1.11,128.0,0.183,2.75,0.0,5.48,0.997,1.19,0.328,0.0,0.0,0.0,0.0,0.0
2019 Tour of Mersin Stage 1.gpx,https://www.komoot.com/tour/2972455622,11.9,105.0,1.63,2.21,117.0,1.79,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Mersin Stage 2.gpx,https://www.komoot.com/tour/2972456448,87.1,95.3,5.86,4.29,182.0,5.86,0.0,0.0,2.69,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Mersin Stage 3.gpx,https://www.komoot.com/tour/2972457162,68.9,0.961,0.305,0.117,69.7,0.305,0.0,0.0,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Mersin Stage 4.gpx,https://www.komoot.com/tour/2972458279,16.7,56.7,38.7,1.87,74.2,39.0,2.26,0.0,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Mesopotamia Stage 1.gpx,https://www.komoot.com/tour/2972459170,70.1,108.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Mesopotamia Stage 2.gpx,https://www.komoot.com/tour/2972460411,0.0,174.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Mesopotamia Stage 3.gpx,https://www.komoot.com/tour/2972461265,40.3,80.8,0.0,0.0,115.0,0.0,0.0,0.0,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Mesopotamia Stage 4.gpx,https://www.komoot.com/tour/2972462140,42.3,67.4,0.0,0.398,110.0,0.137,0.0,0.0,0.398,0.0,0.137,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Norway Stage 1.gpx,https://www.komoot.com/tour/2972463063,64.7,102.0,0.0,0.506,167.0,0.638,0.841,0.0,0.191,0.0,0.221,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Norway Stage 2.gpx,https://www.komoot.com/tour/2972464174,55.7,104.0,0.354,9.4,167.0,0.465,3.74,0.0,4.07,2.4,0.322,0.199,0.111,0.0,0.0,0.0,0.0
2019 Tour of Norway Stage 3.gpx,https://www.komoot.com/tour/2972465342,36.1,137.0,0.0,4.67,177.0,0.0,1.87,0.0,3.25,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Norway Stage 4.gpx,https://www.komoot.com/tour/2972466328,89.1,126.0,0.827,1.65,219.0,0.909,6.27,0.0,4.61,0.331,0.838,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Norway Stage 5.gpx,https://www.komoot.com/tour/2972467322,65.0,80.8,7.96,0.858,149.0,4.87,4.29,0.0,1.11,0.0,0.544,0.908,0.562,0.448,0.0,0.0,0.0
2019 Tour of Norway Stage 6.gpx,https://www.komoot.com/tour/2972468214,96.6,69.9,1.99,0.651,172.0,2.07,4.13,0.0,0.334,0.0,1.21,0.303,0.0,0.0,0.0,0.0,0.0
2019 Tour of Oman Stage 1.gpx,https://www.komoot.com/tour/2972469191,37.9,97.5,0.618,0.646,135.0,0.618,0.0,0.0,0.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Oman Stage 2.gpx,https://www.komoot.com/tour/2972470099,59.8,88.5,11.8,1.49,134.0,10.3,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Oman Stage 3.gpx,https://www.komoot.com/tour/2972471148,52.2,131.0,9.9,2.42,182.0,8.41,0.0,0.0,2.49,0.0,0.0,0.513,0.0,0.0,0.0,0.0,0.0
2019 Tour of Oman Stage 4.gpx,https://www.komoot.com/tour/2972472049,33.2,77.3,17.0,3.72,112.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Oman Stage 5.gpx,https://www.komoot.com/tour/2972472890,103.0,47.1,3.02,0.0,151.0,2.02,0.619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Oman Stage 6.gpx,https://www.komoot.com/tour/2972474477,44.1,57.3,33.1,0.479,89.4,33.1,0.0,0.2,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Peninsula Stage 1.gpx,https://www.komoot.com/tour/2972475564,80.3,117.0,0.0,0.438,184.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Peninsula Stage 2.gpx,https://www.komoot.com/tour/2972476871,21.8,137.0,0.345,0.851,157.0,0.345,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Peninsula Stage 3.gpx,https://www.komoot.com/tour/2972477661,0.0,173.0,0.747,0.0,172.0,0.322,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Peninsula Stage 4.gpx,https://www.komoot.com/tour/2972478356,0.0,89.4,0.36,0.0,89.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Peninsula Stage 5.gpx,https://www.komoot.com/tour/2972479227,39.8,93.1,17.9,0.0,132.0,18.0,0.0,0.0,0.591,0.187,0.0,0.631,0.762,0.0,0.0,0.0,0.0
2019 Tour of Qinghai Lake Stage 1.gpx,https://www.komoot.com/tour/2972480021,1.53,3.35,35.7,0.121,4.23,35.7,0.0,0.0,0.728,0.0,0.129,0.129,0.0,0.0,0.0,0.0,0.0
2019 Tour of Qinghai Lake Stage 10.gpx,https://www.komoot.com/tour/2972480734,0.629,3.97,118.0,1.49,4.94,118.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Qinghai Lake Stage 11.gpx,https://www.komoot.com/tour/2972481516,49.9,0.0,101.0,0.435,49.9,101.0,0.0,0.0,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Qinghai Lake Stage 12.gpx,https://www.komoot.com/tour/2972482364,12.1,28.6,69.7,2.59,37.6,74.9,0.0,0.0,3.27,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Qinghai Lake Stage 13.gpx,https://www.komoot.com/tour/2972483118,3.0,0.0,115.0,1.09,3.95,115.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Qinghai Lake Stage 2.gpx,https://www.komoot.com/tour/2972484097,16.5,22.6,80.2,1.76,39.1,83.1,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Qinghai Lake Stage 3.gpx,https://www.komoot.com/tour/2972484892,3.92,4.25,133.0,2.8,6.95,134.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Qinghai Lake Stage 4.gpx,https://www.komoot.com/tour/2972485879,0.966,8.58,91.6,0.32,9.16,91.6,0.0,0.0,0.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Qinghai Lake Stage 5.gpx,https://www.komoot.com/tour/2972486743,0.964,0.324,165.0,0.265,1.29,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Qinghai Lake Stage 6.gpx,https://www.komoot.com/tour/2972487551,0.748,18.4,117.0,0.322,19.1,117.0,0.0,0.0,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Qinghai Lake Stage 7.gpx,https://www.komoot.com/tour/2972488221,1.31,5.95,32.8,0.0,7.26,32.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Qinghai Lake Stage 8.gpx,https://www.komoot.com/tour/2972488927,5.14,26.7,194.0,4.16,31.2,194.0,0.182,0.0,4.41,0.0,0.237,0.21,0.0,0.0,0.0,0.0,0.0
2019 Tour of Qinghai Lake Stage 9.gpx,https://www.komoot.com/tour/2972489528,3.72,0.547,156.0,0.29,2.61,153.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Quanzhou Bay Stage 1.gpx,https://www.komoot.com/tour/2972490269,0.124,0.923,91.7,12.8,1.05,101.0,0.299,0.0,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Quanzhou Bay Stage 2.gpx,https://www.komoot.com/tour/2972490904,19.7,0.466,76.0,1.41,20.1,76.1,0.0,0.0,0.0,0.0,0.0,0.204,0.204,0.0,0.0,0.0,0.0
2019 Tour of Quanzhou Bay Stage 3.gpx,https://www.komoot.com/tour/2972491568,6.96,1.73,102.0,5.16,6.91,106.0,0.0,0.0,4.52,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Rhodes Stage 1.gpx,https://www.komoot.com/tour/2972492376,143.0,7.69,0.0,0.0,138.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Rhodes Stage 2.gpx,https://www.komoot.com/tour/2972493114,123.0,32.1,0.22,0.532,156.0,0.0,0.834,0.0,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Rhodes Stage 3.gpx,https://www.komoot.com/tour/2972494047,126.0,55.0,0.0,0.672,181.0,0.273,0.389,0.0,0.646,0.0,0.199,0.448,0.448,0.0,0.0,0.0,0.0
2019 Tour of Selangor Stage 1.gpx,https://www.komoot.com/tour/2972495209,65.4,114.0,0.606,0.222,180.0,0.778,0.625,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Selangor Stage 2.gpx,https://www.komoot.com/tour/2972496577,61.0,99.9,0.518,0.199,154.0,0.518,0.0,0.0,6.49,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Selangor Stage 3.gpx,https://www.komoot.com/tour/2972497560,24.5,65.4,0.228,0.358,89.9,0.0,0.0,0.0,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Selangor Stage 4.gpx,https://www.komoot.com/tour/2972498980,80.9,61.6,0.257,0.0,142.0,0.0,0.0,0.0,0.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Selangor Stage 5.gpx,https://www.komoot.com/tour/2972500530,25.0,68.7,2.73,0.0,94.1,2.73,6.34,0.0,8.48,0.0,1.77,0.0,0.777,0.0,0.0,0.0,0.0
2019 Tour of Slovenia Stage 1.gpx,https://www.komoot.com/tour/2972501865,102.0,57.1,0.0,1.54,141.0,0.0,4.45,0.0,24.4,0.0,0.967,0.0,0.0,0.967,0.0,0.0,0.0
2019 Tour of Slovenia Stage 2.gpx,https://www.komoot.com/tour/2972503400,103.0,24.2,0.969,12.2,114.0,0.93,2.68,0.0,29.8,0.381,1.28,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Slovenia Stage 3.gpx,https://www.komoot.com/tour/2972505146,130.0,20.9,0.468,4.59,160.0,0.564,9.75,0.0,8.29,0.0,3.06,0.348,0.166,0.0,0.0,0.0,0.0
2019 Tour of Slovenia Stage 4.gpx,https://www.komoot.com/tour/2972506158,126.0,18.7,1.91,4.44,141.0,1.94,2.05,0.0,10.3,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.0
2019 Tour of Slovenia Stage 5.gpx,https://www.komoot.com/tour/2972507106,128.0,28.3,0.182,1.83,140.0,0.521,7.4,0.0,26.0,0.528,0.768,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Taihu Lake Prologue.gpx,https://www.komoot.com/tour/2972507805,0.0,0.0,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Taihu Lake Stage 1.gpx,https://www.komoot.com/tour/2972508437,2.21,0.0,81.6,1.15,1.97,83.0,0.0,0.0,0.688,0.0,0.61,0.118,0.118,0.0,0.0,0.0,0.0
2019 Tour of Taihu Lake Stage 2.gpx,https://www.komoot.com/tour/2972509202,0.0,0.0,101.0,0.533,0.0,101.0,0.0,0.0,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Taihu Lake Stage 3.gpx,https://www.komoot.com/tour/2972510405,5.55,1.28,105.0,0.116,6.31,105.0,0.779,0.0,1.41,0.0,0.0,0.48,0.48,0.0,0.0,0.0,0.0
2019 Tour of Taihu Lake Stage 4.gpx,https://www.komoot.com/tour/2972511639,107.0,19.9,0.0,0.0,84.6,0.0,0.0,0.0,42.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Taihu Lake Stage 5.gpx,https://www.komoot.com/tour/2972512391,85.4,20.8,0.163,20.0,106.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Taihu Lake Stage 6.gpx,https://www.komoot.com/tour/2972513035,0.0,0.0,74.3,0.0,0.0,74.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Taiyuan Stage 1.gpx,https://www.komoot.com/tour/2972514003,9.79,4.75,185.0,3.43,11.6,187.0,0.949,0.0,5.14,0.0,2.39,1.83,0.0,0.0,0.0,0.0,0.0
2019 Tour of Taiyuan Stage 2.gpx,https://www.komoot.com/tour/2972514817,2.43,0.163,123.0,1.15,2.35,123.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Taiyuan Stage 3.gpx,https://www.komoot.com/tour/2972515720,0.0,0.0,85.4,0.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Taiyuan Stage 4.gpx,https://www.komoot.com/tour/2972516545,39.1,43.9,2.37,1.6,80.6,3.02,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Taiyuan Stage 5.gpx,https://www.komoot.com/tour/2972517455,2.28,0.0,130.0,0.191,0.703,130.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Taiyuan Stage 6.gpx,https://www.komoot.com/tour/2972518379,3.22,4.79,80.0,2.51,7.92,80.8,7.7,0.0,10.3,0.0,0.778,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Thailand Stage 1.gpx,https://www.komoot.com/tour/2972519295,8.39,160.0,0.0,1.83,86.5,0.0,0.0,0.0,83.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Thailand Stage 2.gpx,https://www.komoot.com/tour/2972520442,2.79,180.0,0.429,0.337,62.8,0.429,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Thailand Stage 3.gpx,https://www.komoot.com/tour/2972521194,138.0,62.5,0.189,0.0,144.0,0.189,0.0,0.0,56.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Thailand Stage 4.gpx,https://www.komoot.com/tour/2972521959,141.0,2.33,1.84,0.0,142.0,1.84,0.0,0.0,0.941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Thailand Stage 5.gpx,https://www.komoot.com/tour/2972522659,112.0,51.7,0.0,0.278,158.0,0.0,0.0,0.0,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Thailand Stage 6.gpx,https://www.komoot.com/tour/2972523558,26.6,85.1,0.0,1.01,55.8,0.0,0.0,0.0,56.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of The Alps Stage 1.gpx,https://www.komoot.com/tour/2972524508,127.0,5.93,0.809,4.69,140.0,0.895,5.59,0.0,2.11,1.02,0.217,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of The Alps Stage 2.gpx,https://www.komoot.com/tour/2972525628,49.8,126.0,0.194,1.9,178.0,0.309,1.01,0.0,0.148,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of The Alps Stage 3.gpx,https://www.komoot.com/tour/2972526483,83.8,20.1,0.715,1.32,104.0,0.715,0.639,0.0,1.55,0.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of The Alps Stage 4.gpx,https://www.komoot.com/tour/2972527710,103.0,27.7,0.549,0.432,133.0,0.549,2.96,0.0,0.744,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of The Alps Stage 5.gpx,https://www.komoot.com/tour/2972528992,109.0,32.0,1.95,1.55,140.0,2.01,3.98,0.0,5.84,0.286,0.46,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Xingtai Stage 1.gpx,https://www.komoot.com/tour/2972529709,44.6,99.8,0.0,0.0,144.0,0.0,0.0,0.0,0.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Xingtai Stage 2.gpx,https://www.komoot.com/tour/2972530641,29.6,180.0,0.952,0.0,207.0,1.02,0.0,0.0,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Xingtai Stage 3.gpx,https://www.komoot.com/tour/2972531614,56.5,97.7,23.9,0.0,150.0,22.5,0.0,0.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of the Gila Stage 1.gpx,https://www.komoot.com/tour/2972532289,31.3,117.0,0.0,0.0,137.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of the Gila Stage 2.gpx,https://www.komoot.com/tour/2972532955,109.0,8.75,0.0,0.379,118.0,0.0,0.0,0.0,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of the Gila Stage 3.gpx,https://www.komoot.com/tour/2972533764,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of the Gila Stage 4.gpx,https://www.komoot.com/tour/2972534591,54.6,0.0,0.0,14.3,54.6,0.0,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of the Gila Stage 5.gpx,https://www.komoot.com/tour/2972535329,153.0,8.39,0.0,0.864,136.0,0.0,0.0,0.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tre Valli Varesine.gpx,https://www.komoot.com/tour/2972536644,115.0,45.2,0.189,22.3,189.0,0.398,10.8,0.596,4.25,1.1,0.308,0.138,0.0,0.0,0.0,0.0,0.0
2019 Tro Bro Leon.gpx,https://www.komoot.com/tour/2972537524,163.0,0.102,1.84,9.77,129.0,2.47,9.33,0.277,55.6,0.0,19.2,18.7,2.17,0.54,0.0,0.0,0.0
2019 Trofej Porec - Porec Trophy.gpx,https://www.komoot.com/tour/2972538344,91.6,57.1,0.0,0.417,149.0,0.0,0.417,0.0,0.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Trofej Umag - Umag Trophy.gpx,https://www.komoot.com/tour/2972539431,110.0,46.1,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Trofeo Andratx Lloseta.gpx,https://www.komoot.com/tour/2972540198,154.0,12.0,0.0,5.14,171.0,0.0,1.95,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Trofeo Laigueglia.gpx,https://www.komoot.com/tour/2972542947,116.0,68.5,2.65,8.25,182.0,2.11,7.52,0.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Trofeo Matteotti.gpx,https://www.komoot.com/tour/2972544241,167.0,0.0,0.0,8.62,192.0,0.0,16.8,0.0,1.15,0.111,1.6,0.0,0.0,0.0,0.0,0.0,0.0
2019 Trofeo Palma.gpx,https://www.komoot.com/tour/2972545270,70.0,76.8,1.04,3.5,151.0,1.12,8.21,0.0,7.38,0.233,0.958,0.0,0.0,0.297,0.0,0.0,0.0
"2019 Trofeo Ses Salines, Campos, Porreres, Felanitx (Coll de San Salvador).gpx",https://www.komoot.com/tour/2972546066,126.0,23.0,0.254,5.0,166.0,0.53,22.6,0.155,10.1,0.0,0.259,0.0,0.0,0.0,0.0,0.0,0.0
2019 Trofeo de Tramuntana: Soller - Deia.gpx,https://www.komoot.com/tour/2972546844,150.0,18.2,0.406,1.05,178.0,0.469,9.59,0.0,0.459,0.0,0.131,0.0,0.0,0.0,0.0,0.0,0.0
2019 Turul Romaniei Stage 1.gpx,https://www.komoot.com/tour/2972547657,39.4,132.0,1.17,0.0,172.0,1.17,0.318,0.0,0.0,0.83,0.916,0.0,0.0,0.0,0.0,0.0,0.0
2019 Turul Romaniei Stage 2.gpx,https://www.komoot.com/tour/2972548474,0.0,174.0,1.35,0.336,175.0,1.4,0.0,0.0,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Turul Romaniei Stage 3.gpx,https://www.komoot.com/tour/2972549268,1.84,120.0,0.0,0.703,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Turul Romaniei Stage 4.gpx,https://www.komoot.com/tour/2972550020,57.5,59.3,0.494,1.75,117.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0
2019 Turul Romaniei Stage 5.gpx,https://www.komoot.com/tour/2972551061,0.0,45.2,4.24,0.898,95.2,3.99,54.1,0.0,0.0,5.5,0.487,0.0,0.0,0.0,0.0,0.0,0.0
2019 UAE Tour Stage 1.gpx,https://www.komoot.com/tour/2972552155,0.991,0.0,10.1,0.169,5.93,10.6,4.87,0.0,0.0,0.0,0.491,0.0,0.0,0.0,0.0,0.0,0.0
2019 UAE Tour Stage 2.gpx,https://www.komoot.com/tour/2972553415,100.0,13.2,55.6,5.5,115.0,49.2,5.11,0.0,1.36,4.65,1.93,0.0,0.0,0.0,0.0,0.0,0.0
2019 UAE Tour Stage 3.gpx,https://www.komoot.com/tour/2972554294,36.6,119.0,23.4,0.692,152.0,23.7,0.0,0.143,5.04,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
2019 UAE Tour Stage 4.gpx,https://www.komoot.com/tour/2972555315,49.0,61.0,82.2,4.11,109.0,83.3,0.0,0.0,3.95,0.0,1.27,0.519,0.162,0.0,0.0,0.0,0.0
2019 UAE Tour Stage 5.gpx,https://www.komoot.com/tour/2972556331,56.7,15.3,93.3,6.23,52.6,99.6,8.39,0.0,30.7,0.0,3.29,0.404,0.0,0.0,0.0,0.0,0.0
2019 UAE Tour Stage 6.gpx,https://www.komoot.com/tour/2972557606,78.2,25.3,75.5,2.53,100.0,75.6,0.0,0.0,4.92,0.694,0.274,0.0,0.0,0.0,0.0,0.0,0.0
2019 UAE Tour Stage 7.gpx,https://www.komoot.com/tour/2972559463,37.6,74.2,23.2,4.84,113.0,25.4,2.22,0.146,5.1,1.64,3.23,0.0,0.0,0.0,0.0,0.0,0.0
2019 UCI Road World Championships - ITT.gpx,https://www.komoot.com/tour/2972560472,21.6,0.77,1.09,3.18,25.6,1.16,0.269,0.0,1.13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 UCI Road World Championships.gpx,https://www.komoot.com/tour/2972561344,101.0,37.6,1.18,6.14,145.0,1.28,1.05,0.0,2.61,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0
2019 UEC European Championships - ITT.gpx,https://www.komoot.com/tour/2972562246,9.04,0.0,0.668,0.286,19.0,0.668,3.28,0.0,2.81,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 UEC European Championships.gpx,https://www.komoot.com/tour/2972563258,3.62,0.0,2.15,23.4,52.4,2.15,54.4,0.0,12.8,25.8,4.78,0.0,0.0,0.0,0.0,0.0,0.0
2019 USA Road National Championship - ITT.gpx,https://www.komoot.com/tour/2972563986,40.8,0.0,0.0,6.57,46.5,0.0,0.0,0.0,0.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 USA Road National Championship.gpx,https://www.komoot.com/tour/2972565280,44.1,0.0,60.0,44.5,82.7,60.2,40.6,0.0,49.7,0.0,0.16,0.0,3.22,0.0,0.0,0.0,0.0
2019 Ukrainian Road National Championships - ITT.gpx,https://www.komoot.com/tour/2972566333,50.7,149.0,28.0,0.406,72.8,28.0,0.0,0.0,127.0,0.0,0.0,0.169,0.152,0.0,0.0,0.0,0.0
2019 Ukrainian Road National Championships.gpx,https://www.komoot.com/tour/2972567444,105.0,54.8,5.21,6.68,171.0,6.3,4.33,2.29,1.71,0.225,0.754,0.209,0.0,0.0,0.0,0.0,0.0
2019 V4 Special Series Vasarosnameny - Ibrany.gpx,https://www.komoot.com/tour/2972568654,88.1,39.1,5.26,12.3,152.0,6.52,22.5,0.117,9.68,0.388,3.7,2.69,0.0,0.0,0.0,0.0,0.0
2019 V4 Special Series Vasarosnameny - Nyiregyhaza.gpx,https://www.komoot.com/tour/2972569992,77.4,46.5,5.51,8.03,151.0,5.8,16.9,0.0,0.907,0.863,4.99,0.565,0.0,0.0,0.0,0.0,0.0
