fichier_gpx,route_url,road_km,state_road_km,street_km,cycleway_km,off-grid_(unknown)_km,access_road_km,asphalt_km,paved_km,cobblestones_km,unknown_km,path_km,unpaved_km,singletrack_km,compacted_gravel_km,ferry_km
2018 Tour De Lombok Mandalika Stage 2.gpx,https://www.komoot.com/tour/2970740074,26.9,129.0,0.0,0.0,4.3,0.0,153.0,3.12,0.0,4.43,0.127,0.0,0.0,0.0,0.0
2018 Tour De Lombok Mandalika Stage 3.gpx,https://www.komoot.com/tour/2970740882,12.8,109.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour Des Fjords Stage 1.gpx,https://www.komoot.com/tour/2970741843,88.8,91.7,1.25,8.45,0.0,0.0,188.0,2.28,0.0,0.569,1.15,0.162,0.162,0.0,0.0
2018 Tour Des Fjords Stage 2.gpx,https://www.komoot.com/tour/2970743264,34.0,135.0,5.77,11.6,0.579,0.0,182.0,5.14,0.842,1.09,2.59,0.0,0.0,0.0,0.0
2018 Tour Des Fjords Stage 3.gpx,https://www.komoot.com/tour/2970744298,38.4,117.0,22.2,1.7,1.28,0.0,158.0,25.0,0.0,2.19,4.0,0.178,0.0,0.0,0.0
2018 Tour International de la Ville d'Oran Stage 1.gpx,https://www.komoot.com/tour/2970745000,56.6,69.0,0.946,0.0,18.6,0.0,124.0,2.87,0.0,18.6,0.0,0.0,0.0,0.0,0.0
2018 Tour International de la Ville d'Oran Stage 2.gpx,https://www.komoot.com/tour/2970745553,40.1,86.2,1.28,0.0,16.7,0.0,124.0,3.05,0.0,16.9,0.0,0.0,0.0,0.0,0.0
2018 Tour International de la Ville d'Oran Stage 3.gpx,https://www.komoot.com/tour/2970746465,64.0,56.6,1.06,0.0,19.1,0.0,121.0,0.883,0.0,19.2,0.0,0.0,0.0,0.0,0.0
2018 Tour International de la Ville d'Oran Stage 4.gpx,https://www.komoot.com/tour/2970747590,0.0,132.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour International des Zibanes Stage 1.gpx,https://www.komoot.com/tour/2970748189,13.5,164.0,0.38,0.0,18.9,0.0,177.0,0.0,0.0,18.9,0.0,0.0,0.0,0.0,0.0
2018 Tour International des Zibanes Stage 2.gpx,https://www.komoot.com/tour/2970749370,5.17,115.0,0.0,0.0,2.46,0.0,121.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0
2018 Tour International des Zibanes Stage 3.gpx,https://www.komoot.com/tour/2970750093,25.8,127.0,0.287,0.0,0.241,0.0,153.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour International des Zibanes Stage 4.gpx,https://www.komoot.com/tour/2970750982,21.5,111.0,0.0,0.0,13.8,0.0,132.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0
2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 1.gpx,https://www.komoot.com/tour/2970751760,190.0,1.59,2.4,2.11,0.0,0.0,191.0,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 2.gpx,https://www.komoot.com/tour/2970752563,177.0,7.33,5.23,0.724,0.0,0.0,181.0,9.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 3-1.gpx,https://www.komoot.com/tour/2970753174,97.5,0.3,0.0,0.0,0.184,0.163,97.5,0.296,0.0,0.347,0.0,0.0,0.0,0.0,0.0
2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 4.gpx,https://www.komoot.com/tour/2970753905,141.0,0.0,11.1,6.51,0.0,0.0,145.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour d'Algerie Cycliste Stage 1.gpx,https://www.komoot.com/tour/2970754781,43.7,75.3,1.15,0.0,1.55,0.0,119.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0
2018 Tour d'Algerie Cycliste Stage 2.gpx,https://www.komoot.com/tour/2970755647,9.2,150.0,0.464,0.0,0.336,0.0,159.0,0.74,0.0,0.336,0.0,0.0,0.0,0.0,0.0
2018 Tour d'Algerie Cycliste Stage 3.gpx,https://www.komoot.com/tour/2970756387,10.2,142.0,0.494,0.0,1.95,0.0,151.0,1.53,0.0,0.95,0.0,0.0,0.0,0.0,0.0
2018 Tour d'Algerie Cycliste Stage 4.gpx,https://www.komoot.com/tour/2970757063,12.7,140.0,0.567,0.0,25.1,0.0,146.0,7.89,0.0,25.1,0.0,0.0,0.0,0.0,0.0
2018 Tour d'Algerie Cycliste Stage 5.gpx,https://www.komoot.com/tour/2970757829,6.1,113.0,0.222,0.0,7.28,0.0,118.0,1.14,0.0,5.33,0.0,0.0,0.0,0.0,0.0
2018 Tour d'Algerie Cycliste Stage 6.gpx,https://www.komoot.com/tour/2970758520,0.884,132.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour d'Algerie Cycliste Stage 7.gpx,https://www.komoot.com/tour/2970759277,4.54,115.0,0.105,0.0,1.69,0.0,118.0,1.19,0.0,1.79,0.0,0.0,0.0,0.0,0.0
2018 Tour de Beauce Stage 1.gpx,https://www.komoot.com/tour/2970759928,176.0,0.0,0.799,0.0,0.0,0.0,170.0,5.51,0.0,0.0,0.0,0.819,0.0,0.0,0.0
2018 Tour de Beauce Stage 2.gpx,https://www.komoot.com/tour/2970760482,159.0,2.48,5.44,1.76,0.0,0.0,154.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de France Stage 1.gpx,https://www.komoot.com/tour/2970761635,97.8,90.2,0.2,10.2,0.206,0.0,198.0,0.718,0.0,0.215,0.498,0.0,0.0,0.0,0.0
2018 Tour de France Stage 10.gpx,https://www.komoot.com/tour/2970762507,124.0,19.0,2.03,8.97,2.34,0.154,145.0,8.51,0.0,2.53,1.8,0.0,0.0,1.93,0.0
2018 Tour de France Stage 11.gpx,https://www.komoot.com/tour/2970763319,96.7,10.8,0.259,0.578,0.0,0.0,108.0,0.0,0.0,0.0,0.139,0.0,0.0,0.0,0.0
2018 Tour de France Stage 12.gpx,https://www.komoot.com/tour/2970764236,142.0,14.8,2.35,15.7,1.07,0.0,175.0,0.419,0.0,1.09,0.0,0.0,0.0,0.0,0.0
2018 Tour de France Stage 13.gpx,https://www.komoot.com/tour/2970765456,98.2,24.7,0.409,44.2,1.96,0.0,166.0,1.58,0.0,1.81,0.223,0.0,0.0,0.0,0.0
2018 Tour de France Stage 14.gpx,https://www.komoot.com/tour/2970766456,151.0,31.7,0.117,2.57,1.97,0.0,185.0,0.467,0.0,2.08,0.0,0.0,0.0,0.0,0.0
2018 Tour de France Stage 15.gpx,https://www.komoot.com/tour/2970767348,147.0,32.8,0.602,0.39,0.424,0.0,180.0,0.0,0.0,0.314,0.0,0.0,0.0,0.0,0.0
2018 Tour de France Stage 16.gpx,https://www.komoot.com/tour/2970768325,182.0,34.1,0.754,1.04,0.192,0.226,216.0,0.749,0.0,0.192,0.0,0.252,0.0,0.0,0.0
2018 Tour de France Stage 17.gpx,https://www.komoot.com/tour/2970769094,63.8,0.7,0.384,0.0,0.335,0.0,65.2,0.0,0.0,0.0,0.188,0.0,0.0,0.0,0.0
2018 Tour de France Stage 18.gpx,https://www.komoot.com/tour/2970770181,144.0,20.5,0.108,5.2,0.889,0.0,169.0,0.0,0.112,0.66,0.0,0.0,0.0,0.0,0.0
2018 Tour de France Stage 19.gpx,https://www.komoot.com/tour/2970771121,152.0,47.5,0.198,0.0,0.28,0.142,199.0,0.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de France Stage 2.gpx,https://www.komoot.com/tour/2970772315,139.0,35.6,1.42,6.08,1.08,0.0,180.0,1.36,0.0,1.18,0.238,0.288,0.109,0.0,0.0
2018 Tour de France Stage 20.gpx,https://www.komoot.com/tour/2970773015,27.7,1.81,1.15,0.0,0.286,0.0,23.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de France Stage 21.gpx,https://www.komoot.com/tour/2970775050,24.5,50.0,1.67,34.1,0.173,0.215,72.7,0.759,43.1,0.242,3.18,0.241,0.101,0.0,0.0
2018 Tour de France Stage 3.gpx,https://www.komoot.com/tour/2970775864,23.8,8.7,0.315,2.65,0.0,0.0,33.3,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de France Stage 4.gpx,https://www.komoot.com/tour/2970776810,122.0,68.5,0.0,4.5,0.0,0.0,190.0,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de France Stage 5.gpx,https://www.komoot.com/tour/2970777738,144.0,51.4,3.31,5.34,0.177,0.0,178.0,26.6,0.0,0.234,0.334,0.0,0.0,0.0,0.0
2018 Tour de France Stage 6.gpx,https://www.komoot.com/tour/2970778681,150.0,23.6,2.36,1.52,0.982,0.0,168.0,9.19,0.0,0.982,2.26,0.0,0.0,1.88,0.0
2018 Tour de France Stage 7.gpx,https://www.komoot.com/tour/2970779689,166.0,58.4,1.19,4.78,0.0,0.102,227.0,3.63,0.0,0.217,0.0,0.0,0.0,0.0,0.0
2018 Tour de France Stage 8.gpx,https://www.komoot.com/tour/2970780675,91.8,87.3,0.448,1.41,0.172,0.0,179.0,1.45,0.0,0.21,0.0,0.0,0.0,0.0,0.0
2018 Tour de France Stage 9.gpx,https://www.komoot.com/tour/2970781870,108.0,9.6,15.1,19.1,0.532,0.0,121.0,12.9,21.3,0.532,3.13,0.0,0.0,0.0,0.0
2018 Tour de Hongrie Prologue.gpx,https://www.komoot.com/tour/2970782573,0.0,0.0,2.65,0.486,0.0,0.0,2.78,0.0,0.514,0.381,0.5,0.0,0.0,0.0,0.0
2018 Tour de Hongrie Stage 1.gpx,https://www.komoot.com/tour/2970783325,137.0,4.07,4.67,2.15,1.66,0.35,145.0,3.75,0.131,1.86,0.637,0.0,0.0,0.0,0.0
2018 Tour de Hongrie Stage 2.gpx,https://www.komoot.com/tour/2970784121,139.0,25.7,10.5,9.48,0.0,0.218,179.0,5.63,1.38,0.0,0.168,0.0,0.231,0.0,0.0
2018 Tour de Hongrie Stage 3.gpx,https://www.komoot.com/tour/2970784841,35.0,152.0,4.16,6.83,0.526,0.0,193.0,5.02,0.0,1.61,0.808,0.299,0.0,0.0,0.0
2018 Tour de Hongrie Stage 4.gpx,https://www.komoot.com/tour/2970785572,134.0,32.2,2.53,5.27,0.291,0.0,171.0,2.44,0.0,0.559,0.803,0.781,0.0,0.0,0.0
2018 Tour de Hongrie Stage 5.gpx,https://www.komoot.com/tour/2970786306,75.9,32.6,6.17,14.4,0.0,0.0,126.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Indonesia Stage 1.gpx,https://www.komoot.com/tour/2970787303,2.25,120.0,0.833,0.594,1.43,0.0,122.0,0.987,0.0,1.89,0.256,0.0,0.0,0.0,0.0
2018 Tour de Indonesia Stage 2.gpx,https://www.komoot.com/tour/2970788020,14.4,97.2,0.123,5.48,0.563,0.0,117.0,0.0,0.0,0.679,0.0,0.0,0.0,0.0,0.0
2018 Tour de Indonesia Stage 3.gpx,https://www.komoot.com/tour/2970788739,4.2,195.0,0.549,0.0,0.0,0.0,199.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Indonesia Stage 4.gpx,https://www.komoot.com/tour/2970789535,8.39,159.0,1.6,0.0,2.01,0.0,164.0,4.55,0.121,2.33,0.113,0.0,0.0,0.0,0.0
2018 Tour de Kumano Prologue.gpx,https://www.komoot.com/tour/2970790197,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.133,0.0,0.317,0.317,0.0,0.0,0.0,0.0
2018 Tour de Kumano Stage 2.gpx,https://www.komoot.com/tour/2970790819,13.6,94.4,0.0,0.0,0.0,0.0,51.8,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Kumano Stage 3.gpx,https://www.komoot.com/tour/2970791531,102.0,0.837,3.09,0.0,0.0,0.0,68.7,33.9,0.0,3.09,0.0,0.0,0.0,0.0,0.0
2018 Tour de Limousin Stage 1.gpx,https://www.komoot.com/tour/2970792331,166.0,9.19,0.982,0.0,0.237,0.0,165.0,11.1,0.0,0.237,0.0,0.759,0.381,0.0,0.0
2018 Tour de Limousin Stage 2.gpx,https://www.komoot.com/tour/2970793165,163.0,8.26,6.34,0.0,0.189,0.0,142.0,33.4,0.226,1.7,1.27,1.27,0.0,0.0,0.0
2018 Tour de Limousin Stage 3.gpx,https://www.komoot.com/tour/2970793882,193.0,0.0,1.08,0.0,0.0,0.0,179.0,14.4,0.0,0.133,0.0,0.0,0.0,0.0,0.0
2018 Tour de Limousin Stage 4.gpx,https://www.komoot.com/tour/2970794700,126.0,23.8,13.4,1.56,0.19,0.0,139.0,25.8,0.0,0.19,0.0,0.0,0.0,0.0,0.0
2018 Tour de Limpopo Stage 1.gpx,https://www.komoot.com/tour/2970795730,0.495,88.1,0.507,0.0,6.44,0.0,88.6,0.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Limpopo Stage 2.gpx,https://www.komoot.com/tour/2970796597,17.0,157.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Limpopo Stage 3.gpx,https://www.komoot.com/tour/2970797352,15.8,12.7,0.0,0.0,0.0,0.0,27.7,0.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Limpopo Stage 4.gpx,https://www.komoot.com/tour/2970798256,20.2,88.7,0.0,0.0,6.46,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Luxembourg Prologue.gpx,https://www.komoot.com/tour/2970798942,0.731,0.335,0.369,0.287,0.253,0.0,1.4,0.0,0.684,0.287,0.404,0.0,0.0,0.0,0.0
2018 Tour de Luxembourg Stage 1.gpx,https://www.komoot.com/tour/2970799731,154.0,32.3,0.144,0.109,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Luxembourg Stage 2.gpx,https://www.komoot.com/tour/2970800510,49.3,33.3,1.98,1.69,0.0,0.0,88.6,0.175,0.224,0.108,2.89,0.0,0.0,0.0,0.0
2018 Tour de Luxembourg Stage 3.gpx,https://www.komoot.com/tour/2970801417,124.0,32.6,1.24,4.43,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Luxembourg Stage 4.gpx,https://www.komoot.com/tour/2970802683,89.4,74.1,4.98,0.653,0.459,0.0,174.0,1.77,0.187,0.749,6.81,0.0,0.0,0.0,0.0
2018 Tour de Normandie Stage 1.gpx,https://www.komoot.com/tour/2970803460,102.0,38.2,10.6,0.0,0.489,0.0,137.0,13.9,0.0,0.489,0.0,0.0,0.0,0.0,0.0
2018 Tour de Normandie Stage 2.gpx,https://www.komoot.com/tour/2970804325,110.0,39.4,0.463,2.98,0.305,0.0,153.0,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0
2018 Tour de Normandie Stage 3.gpx,https://www.komoot.com/tour/2970805300,70.9,60.6,0.0,2.14,1.07,0.0,129.0,5.17,0.0,1.07,0.0,0.0,0.0,0.0,0.0
2018 Tour de Normandie Stage 4.gpx,https://www.komoot.com/tour/2970806262,148.0,0.0,1.87,5.54,0.0,0.0,148.0,7.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Normandie Stage 5.gpx,https://www.komoot.com/tour/2970807366,153.0,16.5,5.18,0.0,0.0,0.0,160.0,14.6,0.0,0.319,0.0,0.0,0.0,0.0,0.0
2018 Tour de Normandie Stage 6.gpx,https://www.komoot.com/tour/2970808099,132.0,23.5,0.43,0.414,0.0,0.0,156.0,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Normandie Stage 7.gpx,https://www.komoot.com/tour/2970809007,125.0,22.5,0.0,2.9,0.0,0.28,151.0,0.0,0.0,0.0,0.141,0.0,0.0,0.0,0.0
2018 Tour de Okinawa.gpx,https://www.komoot.com/tour/2970810123,41.8,155.0,0.787,10.5,0.219,0.112,194.0,13.5,0.0,0.331,0.0,0.0,0.0,0.0,0.0
2018 Tour de Pologne Stage 1.gpx,https://www.komoot.com/tour/2970811149,106.0,22.6,3.35,3.48,0.0,0.0,134.0,0.707,0.646,0.148,0.165,0.222,0.111,0.0,0.0
2018 Tour de Pologne Stage 2.gpx,https://www.komoot.com/tour/2970813184,107.0,11.3,10.0,12.3,0.28,0.0,135.0,5.14,4.03,1.02,5.4,3.36,0.0,0.0,0.0
2018 Tour de Pologne Stage 3.gpx,https://www.komoot.com/tour/2970814636,119.0,4.72,3.66,4.67,5.28,0.0,127.0,2.52,1.05,5.65,3.43,2.99,0.577,2.13,0.0
2018 Tour de Pologne Stage 4.gpx,https://www.komoot.com/tour/2970815774,158.0,8.31,2.79,1.91,4.2,0.0,169.0,2.38,0.511,4.78,1.31,0.0,0.0,0.0,0.0
2018 Tour de Pologne Stage 5.gpx,https://www.komoot.com/tour/2970817024,143.0,6.39,2.37,0.0,0.0,0.0,151.0,0.12,0.416,0.505,0.859,0.0,0.0,0.0,0.0
2018 Tour de Pologne Stage 6.gpx,https://www.komoot.com/tour/2970817977,120.0,7.5,2.47,0.0,0.0,0.0,129.0,0.326,0.0,0.315,0.0,0.0,0.0,0.0,0.0
2018 Tour de Pologne Stage 7.gpx,https://www.komoot.com/tour/2970818877,98.2,8.36,25.3,0.0,0.0,0.0,127.0,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Romandie Prologue.gpx,https://www.komoot.com/tour/2970819425,1.4,0.0,1.33,0.604,0.285,0.0,2.14,0.554,0.736,0.33,0.151,0.0,0.0,0.0,0.0
2018 Tour de Romandie Stage 1.gpx,https://www.komoot.com/tour/2970820612,97.6,42.4,1.1,18.6,1.51,0.0,154.0,9.83,0.612,1.69,0.183,0.197,0.57,0.0,0.0
2018 Tour de Romandie Stage 2.gpx,https://www.komoot.com/tour/2970821699,103.0,55.8,0.435,12.9,0.0,0.0,170.0,2.82,0.0,0.237,1.02,0.0,0.0,0.0,0.0
2018 Tour de Romandie Stage 3.gpx,https://www.komoot.com/tour/2970822511,9.88,0.0,0.0,0.0,0.0,0.0,9.49,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Romandie Stage 4.gpx,https://www.komoot.com/tour/2970823469,129.0,0.678,5.37,12.1,1.53,0.26,145.0,1.76,0.0,2.24,0.543,0.123,0.123,0.0,0.0
2018 Tour de Romandie Stage 5.gpx,https://www.komoot.com/tour/2970824716,156.0,4.34,0.895,18.6,2.27,0.0,171.0,9.34,0.0,2.32,0.711,0.0,0.0,0.0,0.0
2018 Tour de Serbie Stage 1.gpx,https://www.komoot.com/tour/2970828780,137.0,20.8,0.0,0.0,1.42,0.0,140.0,17.8,0.0,1.42,0.0,0.0,0.0,0.134,0.0
2018 Tour de Serbie Stage 2.gpx,https://www.komoot.com/tour/2970829637,100.0,44.5,1.5,0.0,6.9,0.0,144.0,2.24,0.0,6.9,1.61,3.24,1.47,0.0,0.0
2018 Tour de Serbie Stage 3.gpx,https://www.komoot.com/tour/2970830269,88.7,10.5,2.27,0.0,10.7,0.0,98.3,3.18,0.0,10.7,1.57,1.57,0.0,0.0,0.0
2018 Tour de Siak Stage 2.gpx,https://www.komoot.com/tour/2970832601,107.0,8.87,0.0,0.0,0.174,0.0,112.0,3.96,0.0,0.174,0.0,0.0,0.0,0.0,0.0
2018 Tour de Siak Stage 3.gpx,https://www.komoot.com/tour/2970833187,161.0,0.276,0.0,0.0,1.15,0.0,161.0,0.0,0.0,0.574,0.0,0.0,0.0,0.0,0.0
2018 Tour de Siak Stage 4.gpx,https://www.komoot.com/tour/2970834007,105.0,0.0,0.502,0.0,0.0,0.0,102.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Singkarak Stage 1.gpx,https://www.komoot.com/tour/2970834741,75.9,65.1,0.126,0.0,0.0,0.0,141.0,0.621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Singkarak Stage 2.gpx,https://www.komoot.com/tour/2970835503,55.4,148.0,0.707,0.0,0.412,0.0,203.0,0.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Singkarak Stage 3.gpx,https://www.komoot.com/tour/2970836288,93.4,56.8,0.935,0.0,0.75,0.0,150.0,0.852,0.0,0.425,0.0,0.0,0.0,0.0,0.0
2018 Tour de Singkarak Stage 4.gpx,https://www.komoot.com/tour/2970837164,50.1,94.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Singkarak Stage 5.gpx,https://www.komoot.com/tour/2970838055,24.2,143.0,0.39,3.23,0.72,0.0,166.0,4.71,0.0,0.811,0.0,0.0,0.0,0.0,0.0
2018 Tour de Singkarak Stage 6.gpx,https://www.komoot.com/tour/2970838816,57.6,46.1,1.85,0.0,0.0,0.0,99.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Singkarak Stage 7.gpx,https://www.komoot.com/tour/2970839571,41.7,153.0,0.297,0.0,0.0,0.0,191.0,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Singkarak Stage 8.gpx,https://www.komoot.com/tour/2970840402,13.3,134.0,11.1,0.0,0.196,0.0,147.0,9.2,0.0,2.11,0.0,0.0,0.0,0.0,0.0
2018 Tour de Suisse Stage 1.gpx,https://www.komoot.com/tour/2970841195,7.6,0.0,0.35,5.96,0.0,0.0,16.8,1.23,0.0,0.119,0.0,0.0,0.0,0.0,0.0
2018 Tour de Suisse Stage 2.gpx,https://www.komoot.com/tour/2970842287,110.0,0.141,3.37,32.5,0.0,0.0,144.0,12.1,0.0,0.0,0.846,0.281,0.338,0.0,0.0
2018 Tour de Suisse Stage 3.gpx,https://www.komoot.com/tour/2970843415,127.0,17.4,5.66,21.2,0.283,0.0,153.0,28.1,0.0,0.31,1.62,1.07,0.18,0.167,0.0
2018 Tour de Suisse Stage 4.gpx,https://www.komoot.com/tour/2970844845,99.4,54.4,0.74,32.9,1.84,0.0,184.0,3.9,0.0,3.14,1.34,0.0,0.0,0.0,0.0
2018 Tour de Suisse Stage 5.gpx,https://www.komoot.com/tour/2970845934,76.9,33.7,1.75,41.9,0.0,0.0,153.0,0.988,0.0,0.202,0.0,0.129,0.129,0.0,0.0
2018 Tour de Suisse Stage 6.gpx,https://www.komoot.com/tour/2970847069,3.68,169.0,1.16,7.47,0.279,0.0,181.0,2.85,0.308,0.282,4.11,0.0,0.0,1.6,0.0
2018 Tour de Suisse Stage 7.gpx,https://www.komoot.com/tour/2970848395,51.7,88.2,1.83,27.6,0.0,0.0,168.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Suisse Stage 8.gpx,https://www.komoot.com/tour/2970849437,61.5,29.0,10.9,17.6,0.0,0.0,120.0,0.0,0.0,0.314,0.914,0.0,0.0,0.0,0.0
2018 Tour de Suisse Stage 9.gpx,https://www.komoot.com/tour/2970850307,15.1,5.85,6.02,6.59,0.0,0.0,32.6,1.04,0.477,0.0,0.283,0.0,0.259,0.0,0.0
2018 Tour de Taiwan Stage 1.gpx,https://www.komoot.com/tour/2970852604,54.5,1.77,0.307,14.0,0.0,0.0,59.3,17.6,2.23,9.62,18.2,0.0,0.0,0.0,0.0
2018 Tour de Taiwan Stage 2.gpx,https://www.komoot.com/tour/2970854592,24.3,84.4,2.17,5.4,1.85,0.0,104.0,11.3,0.0,2.45,0.0,0.0,0.0,0.0,0.0
2018 Tour de Taiwan Stage 3.gpx,https://www.komoot.com/tour/2970855551,69.9,77.7,2.08,5.21,0.0,0.215,153.0,1.4,0.259,0.631,0.0,0.0,0.0,0.0,0.0
2018 Tour de Taiwan Stage 4.gpx,https://www.komoot.com/tour/2970856392,43.4,108.0,0.559,13.9,0.533,0.0,165.0,1.46,0.0,0.793,0.0,0.0,0.0,0.0,0.0
2018 Tour de Taiwan Stage 5.gpx,https://www.komoot.com/tour/2970857461,60.2,130.0,4.57,0.0,0.0,0.0,185.0,9.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de Vendee.gpx,https://www.komoot.com/tour/2970858736,192.0,0.623,6.66,5.34,0.422,0.0,166.0,38.4,0.0,0.702,0.617,0.148,0.0,0.0,0.0
2018 Tour de Yorkshire Stage 1.gpx,https://www.komoot.com/tour/2970860023,94.1,77.5,4.47,4.47,0.0,0.0,150.0,30.4,0.0,0.675,0.641,0.0,0.0,0.0,0.0
2018 Tour de Yorkshire Stage 2.gpx,https://www.komoot.com/tour/2970861158,99.1,45.8,1.84,0.297,0.0,0.229,139.0,7.88,0.0,0.528,0.116,0.0,0.0,0.0,0.0
2018 Tour de Yorkshire Stage 3.gpx,https://www.komoot.com/tour/2970862507,46.1,127.0,3.36,2.78,0.0,0.0,159.0,19.4,0.888,0.475,0.26,0.0,0.0,0.0,0.0
2018 Tour de Yorkshire Stage 4.gpx,https://www.komoot.com/tour/2970863835,130.0,51.3,2.47,3.15,0.0,0.0,168.0,19.8,0.0,0.115,0.473,0.0,0.0,0.0,0.0
2018 Tour de l'Ain Stage 1.gpx,https://www.komoot.com/tour/2970865041,148.0,8.54,2.1,0.108,0.0,0.0,151.0,7.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour de l'Ain Stage 2.gpx,https://www.komoot.com/tour/2970866111,137.0,10.8,0.247,0.0,3.0,0.0,138.0,9.97,0.0,2.81,0.0,0.0,0.0,0.0,0.0
2018 Tour de l'Ain Stage 3.gpx,https://www.komoot.com/tour/2970867347,102.0,29.8,1.1,0.0,0.0,0.175,132.0,0.791,0.282,0.175,0.0,0.0,0.0,0.0,0.0
2018 Tour du Doubs.gpx,https://www.komoot.com/tour/2970868633,137.0,42.2,4.21,5.48,0.177,0.0,179.0,10.3,0.0,0.187,0.194,0.0,0.0,0.0,0.0
2018 Tour du Faso Stage 1.gpx,https://www.komoot.com/tour/2970869524,3.85,85.2,1.13,7.87,2.67,0.0,86.0,12.1,0.0,2.67,0.0,0.378,0.378,0.0,0.0
2018 Tour du Faso Stage 10.gpx,https://www.komoot.com/tour/2970870654,12.6,97.3,0.439,7.71,8.99,0.0,109.0,7.98,0.0,9.03,0.25,1.2,0.0,0.0,0.0
2018 Tour du Faso Stage 2.gpx,https://www.komoot.com/tour/2970871667,13.2,136.0,0.184,0.0,2.62,0.0,136.0,15.5,0.0,2.62,0.0,3.66,5.55,0.0,0.0
2018 Tour du Faso Stage 3.gpx,https://www.komoot.com/tour/2970872719,18.9,58.6,1.63,0.0,3.08,0.0,68.8,16.1,0.0,3.08,0.0,3.96,9.73,0.0,0.0
2018 Tour du Faso Stage 4.gpx,https://www.komoot.com/tour/2970873734,6.99,130.0,1.19,0.0,6.39,0.0,79.8,53.8,0.0,6.39,2.02,5.82,0.353,1.55,0.0
2018 Tour du Faso Stage 5.gpx,https://www.komoot.com/tour/2970874829,12.2,124.0,1.72,3.95,2.43,0.0,86.5,54.9,0.0,2.55,2.02,3.17,0.582,0.0,0.0
2018 Tour du Faso Stage 6.gpx,https://www.komoot.com/tour/2970875817,1.36,25.9,0.0,0.0,3.03,0.0,3.25,0.834,0.0,3.03,0.15,21.1,0.0,2.23,0.0
2018 Tour du Faso Stage 7.gpx,https://www.komoot.com/tour/2970876680,26.1,69.1,0.0,0.0,14.4,0.0,14.1,80.6,0.0,12.8,0.439,0.439,0.0,0.383,0.0
