jour,mois,annee,stage,nom_pcs,categorie,fichier_pcs
14,10,2017,stage_3,grand-prix-chantal-biya,2.2,14_October_2017__stage_3__grand-prix-chantal-biya_2017__2.2.csv
15,10,2017,result,chrono-des-nations,1.1,15_October_2017__result__chrono-des-nations_2017__1.1.csv
15,10,2017,stage_5,tour-of-taihu-lake,2.1,15_October_2017__stage_5__tour-of-taihu-lake_2017__2.1.csv
15,10,2017,stage_4,grand-prix-chantal-biya,2.2,15_October_2017__stage_4__grand-prix-chantal-biya_2017__2.2.csv
16,10,2017,stage_6,tour-of-taihu-lake,2.1,16_October_2017__stage_6__tour-of-taihu-lake_2017__2.1.csv
17,10,2017,stage_1,tour-de-selangor,2.2,17_October_2017__stage_1__tour-de-selangor_2017__2.2.csv
17,10,2017,stage_7,tour-of-taihu-lake,2.1,17_October_2017__stage_7__tour-of-taihu-lake_2017__2.1.csv
18,10,2017,stage_2,tour-de-selangor,2.2,18_October_2017__stage_2__tour-de-selangor_2017__2.2.csv
19,10,2017,stage_3,tour-de-selangor,2.2,19_October_2017__stage_3__tour-de-selangor_2017__2.2.csv
20,10,2017,stage_4,tour-de-selangor,2.2,20_October_2017__stage_4__tour-de-selangor_2017__2.2.csv
21,10,2017,stage_5,tour-de-selangor,2.2,21_October_2017__stage_5__tour-de-selangor_2017__2.2.csv
23,10,2017,stage_1,vuelta-a-guatemala,2.2,23_October_2017__stage_1__vuelta-a-guatemala_2017__2.2.csv
24,10,2017,stage_2,vuelta-a-guatemala,2.2,24_October_2017__stage_2__vuelta-a-guatemala_2017__2.2.csv
27,10,2017,stage_1,tour-du-faso,2.2,27_October_2017__stage_1__tour-du-faso_2017__2.2.csv
27,10,2017,stage_1,vuelta-ciclista-a-venezuela,2.2,27_October_2017__stage_1__vuelta-ciclista-a-venezuela_2017__2.2.csv
28,10,2017,stage_2,tour-du-faso,2.2,28_October_2017__stage_2__tour-du-faso_2017__2.2.csv
28,10,2017,stage_2,vuelta-ciclista-a-venezuela,2.2,28_October_2017__stage_2__vuelta-ciclista-a-venezuela_2017__2.2.csv
29,10,2017,stage_3,vuelta-ciclista-a-venezuela,2.2,29_October_2017__stage_3__vuelta-ciclista-a-venezuela_2017__2.2.csv
29,10,2017,stage_3,tour-du-faso,2.2,29_October_2017__stage_3__tour-du-faso_2017__2.2.csv
30,10,2017,stage_4,vuelta-ciclista-a-venezuela,2.2,30_October_2017__stage_4__vuelta-ciclista-a-venezuela_2017__2.2.csv
30,10,2017,stage_4,tour-du-faso,2.2,30_October_2017__stage_4__tour-du-faso_2017__2.2.csv
31,10,2017,stage_5,tour-du-faso,2.2,31_October_2017__stage_5__tour-du-faso_2017__2.2.csv
31,10,2017,stage_5,vuelta-ciclista-a-venezuela,2.2,31_October_2017__stage_5__vuelta-ciclista-a-venezuela_2017__2.2.csv
1,11,2017,stage_6,vuelta-ciclista-a-venezuela,2.2,01_November_2017__stage_6__vuelta-ciclista-a-venezuela_2017__2.2.csv
1,11,2017,stage_6,tour-du-faso,2.2,01_November_2017__stage_6__tour-du-faso_2017__2.2.csv
2,11,2017,stage_7,vuelta-ciclista-a-venezuela,2.2,02_November_2017__stage_7__vuelta-ciclista-a-venezuela_2017__2.2.csv
2,11,2017,stage_7,tour-du-faso,2.2,02_November_2017__stage_7__tour-du-faso_2017__2.2.csv
3,11,2017,stage_8,tour-du-faso,2.2,03_November_2017__stage_8__tour-du-faso_2017__2.2.csv
3,11,2017,stage_8,vuelta-ciclista-a-venezuela,2.2,03_November_2017__stage_8__vuelta-ciclista-a-venezuela_2017__2.2.csv
4,11,2017,stage_9,tour-du-faso,2.2,04_November_2017__stage_9__tour-du-faso_2017__2.2.csv
4,11,2017,stage_9,vuelta-ciclista-a-venezuela,2.2,04_November_2017__stage_9__vuelta-ciclista-a-venezuela_2017__2.2.csv
5,11,2017,stage_10,vuelta-ciclista-a-venezuela,2.2,05_November_2017__stage_10__vuelta-ciclista-a-venezuela_2017__2.2.csv
5,11,2017,stage_10,tour-du-faso,2.2,05_November_2017__stage_10__tour-du-faso_2017__2.2.csv
12,11,2017,result,tour-de-okinawa,1.2,12_November_2017__result__tour-de-okinawa_2017__1.2.csv
12,11,2017,prologue,tour-of-rwanda,2.2,12_November_2017__Prologue__tour-of-rwanda_2017__2.2.csv
13,11,2017,stage_1,tour-of-rwanda,2.2,13_November_2017__stage_1__tour-of-rwanda_2017__2.2.csv
14,11,2017,stage_2,tour-of-rwanda,2.2,14_November_2017__stage_2__tour-of-rwanda_2017__2.2.csv
15,11,2017,stage_3,tour-of-rwanda,2.2,15_November_2017__stage_3__tour-of-rwanda_2017__2.2.csv
16,11,2017,stage_4,tour-of-rwanda,2.2,16_November_2017__stage_4__tour-of-rwanda_2017__2.2.csv
17,11,2017,stage_5,tour-of-rwanda,2.2,17_November_2017__stage_5__tour-of-rwanda_2017__2.2.csv
18,11,2017,stage_1,tour-of-singkarak,2.2,18_November_2017__stage_1__tour-of-singkarak_2017__2.2.csv
18,11,2017,stage_6,tour-of-rwanda,2.2,18_November_2017__stage_6__tour-of-rwanda_2017__2.2.csv
19,11,2017,stage_7,tour-of-rwanda,2.2,19_November_2017__stage_7__tour-of-rwanda_2017__2.2.csv
19,11,2017,stage_2,tour-of-singkarak,2.2,19_November_2017__stage_2__tour-of-singkarak_2017__2.2.csv
20,11,2017,stage_3,tour-of-singkarak,2.2,20_November_2017__stage_3__tour-of-singkarak_2017__2.2.csv
21,11,2017,stage_4,tour-of-singkarak,2.2,21_November_2017__stage_4__tour-of-singkarak_2017__2.2.csv
22,11,2017,stage_5,tour-of-singkarak,2.2,22_November_2017__stage_5__tour-of-singkarak_2017__2.2.csv
23,11,2017,stage_6,tour-of-singkarak,2.2,23_November_2017__stage_6__tour-of-singkarak_2017__2.2.csv
24,11,2017,stage_7,tour-of-singkarak,2.2,24_November_2017__stage_7__tour-of-singkarak_2017__2.2.csv
25,11,2017,stage_8,tour-of-singkarak,2.2,25_November_2017__stage_8__tour-of-singkarak_2017__2.2.csv
26,11,2017,stage_9,tour-of-singkarak,2.2,26_November_2017__stage_9__tour-of-singkarak_2017__2.2.csv
2,12,2017,stage_1,tour-of-quanzhou-bay,2.2,02_December_2017__stage_1__tour-of-quanzhou-bay_2017__2.2.csv
3,12,2017,stage_2,tour-of-quanzhou-bay,2.2,03_December_2017__stage_2__tour-of-quanzhou-bay_2017__2.2.csv
4,12,2017,stage_3,tour-of-quanzhou-bay,2.2,04_December_2017__stage_3__tour-of-quanzhou-bay_2017__2.2.csv
17,2,2018,stage_1,tour-des-alpes-maritimes,2.1,17_February_2018__stage_1__tour-des-alpes-maritimes_2018__2.1.csv
18,2,2018,stage_2,tour-des-alpes-maritimes,2.1,18_February_2018__stage_2__tour-des-alpes-maritimes_2018__2.1.csv
17,3,2018,stage_5,volta-ao-alentejo,2.2,17_March_2018__stage_5__volta-ao-alentejo_2018__2.2.csv
18,3,2018,stage_6,volta-ao-alentejo,2.2,18_March_2018__stage_6__volta-ao-alentejo_2018__2.2.csv
23,3,2018,result,grand-prix-international-de-la-pharmacie-centrale-,1.2,23_March_2018__result__grand-prix-international-de-la-pharmacie-centrale-_2018__1.2.csv
7,4,2018,result,tour-des-flandres-espoirs,1.Ncup,07_April_2018__result__tour-des-flandres-espoirs_2018__1.Ncup.csv
8,4,2018,stage_4,circuit-des-ardennes,2.2,08_April_2018__stage_4__circuit-des-ardennes_2018__2.2.csv
2,5,2018,prologue,five-rings-of-moscow,2.2,02_May_2018__Prologue__five-rings-of-moscow_2018__2.2.csv
3,5,2018,stage_1,five-rings-of-moscow,2.2,03_May_2018__stage_1__five-rings-of-moscow_2018__2.2.csv
4,5,2018,stage_2,five-rings-of-moscow,2.2,04_May_2018__stage_2__five-rings-of-moscow_2018__2.2.csv
5,5,2018,stage_3,five-rings-of-moscow,2.2,05_May_2018__stage_3__five-rings-of-moscow_2018__2.2.csv
6,5,2018,stage_4,five-rings-of-moscow,2.2,06_May_2018__stage_4__five-rings-of-moscow_2018__2.2.csv
11,5,2018,stage_1,szlakiem-grodow-piastowskich,2.2,11_May_2018__stage_1__szlakiem-grodow-piastowskich_2018__2.2.csv
11,5,2018,stage_2,szlakiem-grodow-piastowskich,2.2,11_May_2018__stage_2__szlakiem-grodow-piastowskich_2018__2.2.csv
12,5,2018,result,visegrad-4-bicycle-race-gp-hungary,1.2,12_May_2018__result__visegrad-4-bicycle-race-gp-hungary_2018__1.2.csv
12,5,2018,stage_3,szlakiem-grodow-piastowskich,2.2,12_May_2018__stage_3__szlakiem-grodow-piastowskich_2018__2.2.csv
13,5,2018,stage_4,szlakiem-grodow-piastowskich,2.2,13_May_2018__stage_4__szlakiem-grodow-piastowskich_2018__2.2.csv
24,5,2018,prologue,gp-cycliste-de-gemenc,2.2,24_May_2018__Prologue__gp-cycliste-de-gemenc_2018__2.2.csv
25,5,2018,stage_1,gp-cycliste-de-gemenc,2.2,25_May_2018__stage_1__gp-cycliste-de-gemenc_2018__2.2.csv
26,5,2018,stage_1,tour-du-cameroun,2.2,26_May_2018__stage_1__tour-du-cameroun_2018__2.2.csv
26,5,2018,stage_2,gp-cycliste-de-gemenc,2.2,26_May_2018__stage_2__gp-cycliste-de-gemenc_2018__2.2.csv
27,5,2018,result,paris-roubaix-u23,1.2U,27_May_2018__result__paris-roubaix-u23_2018__1.2U.csv
27,5,2018,stage_2,tour-du-cameroun,2.2,27_May_2018__stage_2__tour-du-cameroun_2018__2.2.csv
29,5,2018,stage_4,tour-du-cameroun,2.2,29_May_2018__stage_4__tour-du-cameroun_2018__2.2.csv
30,5,2018,stage_1,tour-de-korea,2.1,30_May_2018__stage_1__tour-de-korea_2018__2.1.csv
31,5,2018,stage_5,tour-du-cameroun,2.2,31_May_2018__stage_5__tour-du-cameroun_2018__2.2.csv
31,5,2018,stage_2,tour-de-korea,2.1,31_May_2018__stage_2__tour-de-korea_2018__2.1.csv
1,6,2018,stage_3,tour-de-korea,2.1,01_June_2018__stage_3__tour-de-korea_2018__2.1.csv
1,6,2018,stage_6,tour-du-cameroun,2.2,01_June_2018__stage_6__tour-du-cameroun_2018__2.2.csv
2,6,2018,stage_7,tour-du-cameroun,2.2,02_June_2018__stage_7__tour-du-cameroun_2018__2.2.csv
2,6,2018,stage_3,szlakiem-walk-majora-hubala,2.1,02_June_2018__stage_3__szlakiem-walk-majora-hubala_2018__2.1.csv
2,6,2018,stage_4,tour-de-korea,2.1,02_June_2018__stage_4__tour-de-korea_2018__2.1.csv
3,6,2018,stage_8,tour-du-cameroun,2.2,03_June_2018__stage_8__tour-du-cameroun_2018__2.2.csv
3,6,2018,stage_5,tour-de-korea,2.1,03_June_2018__stage_5__tour-de-korea_2018__2.1.csv
3,6,2018,stage_4,szlakiem-walk-majora-hubala,2.1,03_June_2018__stage_4__szlakiem-walk-majora-hubala_2018__2.1.csv
22,6,2018,stage_3,tour-des-pays-de-savoie,2.2,22_June_2018__stage_3__tour-des-pays-de-savoie_2018__2.2.csv
23,6,2018,stage_4,tour-des-pays-de-savoie,2.2,23_June_2018__stage_4__tour-des-pays-de-savoie_2018__2.2.csv
24,6,2018,stage_5,tour-des-pays-de-savoie,2.2,24_June_2018__stage_5__tour-des-pays-de-savoie_2018__2.2.csv
30,6,2018,result,omloop-het-nieuwsblad-beloften,1.2,30_June_2018__result__omloop-het-nieuwsblad-beloften_2018__1.2.csv
20,7,2018,result,juegos-deportivos-centroamericanos-y-del-carbie-it,JR,20_July_2018__result__juegos-deportivos-centroamericanos-y-del-carbie-it_2018__JR.csv
29,7,2018,result,juegos-deportivos-centroamericanos-y-del-carbie,JR,29_July_2018__result__juegos-deportivos-centroamericanos-y-del-carbie_2018__JR.csv
29,7,2018,stage_3,kreiz-breizh-elites,2.2,29_July_2018__stage_3__kreiz-breizh-elites_2018__2.2.csv
30,7,2018,stage_4,kreiz-breizh-elites,2.2,30_July_2018__stage_4__kreiz-breizh-elites_2018__2.2.csv
1,8,2018,prologue,tour-alsace,2.2,01_August_2018__Prologue__tour-alsace_2018__2.2.csv
2,8,2018,stage_1,tour-alsace,2.2,02_August_2018__stage_1__tour-alsace_2018__2.2.csv
3,8,2018,stage_2,tour-alsace,2.2,03_August_2018__stage_2__tour-alsace_2018__2.2.csv
4,8,2018,stage_3,tour-alsace,2.2,04_August_2018__stage_3__tour-alsace_2018__2.2.csv
5,8,2018,stage_4,tour-alsace,2.2,05_August_2018__stage_4__tour-alsace_2018__2.2.csv
23,8,2018,stage_4,tour-du-poitou-charentes-et-de-la-vienne,2.1,23_August_2018__stage_4__tour-du-poitou-charentes-et-de-la-vienne_2018__2.1.csv
26,8,2018,result,1st-ljubljana-zagreb,1.2,26_August_2018__result__1st-ljubljana-zagreb_2018__1.2.csv
9,9,2018,stage_1,tour-de-cote-d-ivoire,2.2,09_September_2018__stage_1__tour-de-cote-d-ivoire_2018__2.2.csv
10,9,2018,stage_2,tour-de-cote-d-ivoire,2.2,10_September_2018__stage_2__tour-de-cote-d-ivoire_2018__2.2.csv
11,9,2018,stage_3,tour-de-cote-d-ivoire,2.2,11_September_2018__stage_3__tour-de-cote-d-ivoire_2018__2.2.csv
12,9,2018,stage_4,tour-de-cote-d-ivoire,2.2,12_September_2018__stage_4__tour-de-cote-d-ivoire_2018__2.2.csv
13,9,2018,stage_5,tour-de-cote-d-ivoire,2.2,13_September_2018__stage_5__tour-de-cote-d-ivoire_2018__2.2.csv
14,9,2018,stage_6,tour-de-cote-d-ivoire,2.2,14_September_2018__stage_6__tour-de-cote-d-ivoire_2018__2.2.csv
15,9,2018,stage_7,tour-de-cote-d-ivoire,2.2,15_September_2018__stage_7__tour-de-cote-d-ivoire_2018__2.2.csv
13,10,2018,result,elite-road-caribbean-championships-itt,JR,13_October_2018__result__elite-road-caribbean-championships-itt_2018__JR.csv
14,10,2018,stage_2,hammer-hong-kong,1.1,14_October_2018__stage_2__hammer-hong-kong_2018__1.1.csv
14,10,2018,result,elite-road-caribbean-championships-road-race,JR,14_October_2018__result__elite-road-caribbean-championships-road-race_2018__JR.csv
14,10,2018,result,chrono-des-nations-u23,1.2U,14_October_2018__result__chrono-des-nations-u23_2018__1.2U.csv
13,12,2018,result,gran-premio-comite-olimpico-nacional,1.2,13_December_2018__result__gran-premio-comite-olimpico-nacional_2018__1.2.csv
22,2,2019,stage_1,tour-des-alpes-maritimes,2.1,22_February_2019__stage_1__tour-des-alpes-maritimes_2019__2.1.csv
23,2,2019,stage_2,tour-des-alpes-maritimes,2.1,23_February_2019__stage_2__tour-des-alpes-maritimes_2019__2.1.csv
24,2,2019,stage_3,tour-des-alpes-maritimes,2.1,24_February_2019__stage_3__tour-des-alpes-maritimes_2019__2.1.csv
14,4,2019,stage_4,circuit-des-ardennes,2.2,14_April_2019__stage_4__circuit-des-ardennes_2019__2.2.csv
31,5,2019,stage_1,szlakiem-walk-majora-hubala,2.1,31_May_2019__stage_1__szlakiem-walk-majora-hubala_2019__2.1.csv
9,6,2019,result,memorial-philippe-van-coningsloo,1.2,09_June_2019__result__memorial-philippe-van-coningsloo_2019__1.2.csv
13,6,2019,stage_1,coupe-des-nations-ville-saguenay,2.2,13_June_2019__stage_1__coupe-des-nations-ville-saguenay_2019__2.2.csv
14,6,2019,stage_2,coupe-des-nations-ville-saguenay,2.2,14_June_2019__stage_2__coupe-des-nations-ville-saguenay_2019__2.2.csv
15,6,2019,stage_3,coupe-des-nations-ville-saguenay,2.2,15_June_2019__stage_3__coupe-des-nations-ville-saguenay_2019__2.2.csv
16,6,2019,stage_4,coupe-des-nations-ville-saguenay,2.2,16_June_2019__stage_4__coupe-des-nations-ville-saguenay_2019__2.2.csv
11,7,2019,prologue,gp-int-torres-vedras,2.2,11_July_2019__Prologue__gp-int-torres-vedras_2019__2.2.csv
12,7,2019,stage_1,gp-int-torres-vedras,2.2,12_July_2019__stage_1__gp-int-torres-vedras_2019__2.2.csv
13,7,2019,stage_2,gp-int-torres-vedras,2.2,13_July_2019__stage_2__gp-int-torres-vedras_2019__2.2.csv
14,7,2019,stage_3,gp-int-torres-vedras,2.2,14_July_2019__stage_3__gp-int-torres-vedras_2019__2.2.csv
31,7,2019,prologue,tour-alsace,2.2,31_July_2019__Prologue__tour-alsace_2019__2.2.csv
2,8,2019,stage_2,tour-alsace,2.2,02_August_2019__stage_2__tour-alsace_2019__2.2.csv
3,8,2019,stage_3,tour-alsace,2.2,03_August_2019__stage_3__tour-alsace_2019__2.2.csv
4,8,2019,stage_4,tour-alsace,2.2,04_August_2019__stage_4__tour-alsace_2019__2.2.csv
7,8,2019,prologue,tour-of-szeklerland,2.2,07_August_2019__Prologue__tour-of-szeklerland_2019__2.2.csv
8,8,2019,stage_1,tour-of-szeklerland,2.2,08_August_2019__stage_1__tour-of-szeklerland_2019__2.2.csv
9,8,2019,stage_2,tour-of-szeklerland,2.2,09_August_2019__stage_2__tour-of-szeklerland_2019__2.2.csv
29,8,2019,stage_4,tour-du-poitou-charentes-et-de-la-vienne,2.1,29_August_2019__stage_4__tour-du-poitou-charentes-et-de-la-vienne_2019__2.1.csv
1,9,2019,result,1st-ljubljana-zagreb,1.2,01_September_2019__result__1st-ljubljana-zagreb_2019__1.2.csv
2,11,2019,result,elite-road-caribbean-championships-itt,1.2,02_November_2019__result__elite-road-caribbean-championships-itt_2019__1.2.csv
3,11,2019,result,elite-road-caribbean-championships-road-race,1.2,03_November_2019__result__elite-road-caribbean-championships-road-race_2019__1.2.csv
30,1,2020,result,race-torquay,1.1,30_January_2020__result__race-torquay_2020__1.1.csv
6,8,2020,stage_3,tour-des-pays-de-savoie,2.2,06_August_2020__stage_3__tour-des-pays-de-savoie_2020__2.2.csv
7,8,2020,stage_4,tour-des-pays-de-savoie,2.2,07_August_2020__stage_4__tour-des-pays-de-savoie_2020__2.2.csv
8,8,2020,stage_5,tour-des-pays-de-savoie,2.2,08_August_2020__stage_5__tour-des-pays-de-savoie_2020__2.2.csv
29,5,2021,stage_1,tour-du-cameroun,2.2,29_May_2021__stage_1__tour-du-cameroun_2021__2.2.csv
30,5,2021,stage_2,tour-du-cameroun,2.2,30_May_2021__stage_2__tour-du-cameroun_2021__2.2.csv
31,5,2021,stage_3,tour-du-cameroun,2.2,31_May_2021__stage_3__tour-du-cameroun_2021__2.2.csv
1,6,2021,stage_4,tour-du-cameroun,2.2,01_June_2021__stage_4__tour-du-cameroun_2021__2.2.csv
2,6,2021,stage_5,tour-du-cameroun,2.2,02_June_2021__stage_5__tour-du-cameroun_2021__2.2.csv
3,6,2021,stage_6,tour-du-cameroun,2.2,03_June_2021__stage_6__tour-du-cameroun_2021__2.2.csv
5,6,2021,stage_7,tour-du-cameroun,2.2,05_June_2021__stage_7__tour-du-cameroun_2021__2.2.csv
6,6,2021,stage_8,tour-du-cameroun,2.2,06_June_2021__stage_8__tour-du-cameroun_2021__2.2.csv
26,6,2021,stage_5,volta-ao-alentejo,2.2,26_June_2021__stage_5__volta-ao-alentejo_2021__2.2.csv
27,6,2021,stage_6,volta-ao-alentejo,2.2,27_June_2021__stage_6__volta-ao-alentejo_2021__2.2.csv
5,8,2021,stage_1,tour-des-pays-de-savoie,2.2,05_August_2021__stage_1__tour-des-pays-de-savoie_2021__2.2.csv
17,8,2021,result,gp-stad-zottegem,1.1,17_August_2021__result__gp-stad-zottegem_2021__1.1.csv
28,8,2021,result,adriatic-race,1.2,28_August_2021__result__adriatic-race_2021__1.2.csv
3,9,2021,stage_1,paris-arras-tour,2.2,03_September_2021__stage_1__paris-arras-tour_2021__2.2.csv
4,9,2021,stage_2,paris-arras-tour,2.2,04_September_2021__stage_2__paris-arras-tour_2021__2.2.csv
5,9,2021,stage_3,paris-arras-tour,2.2,05_September_2021__stage_3__paris-arras-tour_2021__2.2.csv
29,9,2021,result,circuit-franco-belge,1.Pro,29_September_2021__result__circuit-franco-belge_2021__1.Pro.csv
8,4,2022,stage_3,circuit-des-ardennes,2.2,08_April_2022__stage_3__circuit-des-ardennes_2022__2.2.csv
9,4,2022,stage_4,circuit-des-ardennes,2.2,09_April_2022__stage_4__circuit-des-ardennes_2022__2.2.csv
13,4,2022,stage_1,banja-luka-belgrade-i,2.1,13_April_2022__stage_1__banja-luka-belgrade-i_2022__2.1.csv
14,4,2022,stage_2,banja-luka-belgrade-i,2.1,14_April_2022__stage_2__banja-luka-belgrade-i_2022__2.1.csv
15,4,2022,stage_3,banja-luka-belgrade-i,2.1,15_April_2022__stage_3__banja-luka-belgrade-i_2022__2.1.csv
16,4,2022,stage_4,banja-luka-belgrade-i,2.1,16_April_2022__stage_4__banja-luka-belgrade-i_2022__2.1.csv
17,4,2022,stage_5,banja-luka-belgrade-i,2.1,17_April_2022__stage_5__banja-luka-belgrade-i_2022__2.1.csv
17,4,2022,stage_8,tour-of-turkey,2.Pro,17_April_2022__stage_8__tour-of-turkey_2022__2.Pro.csv
20,5,2022,result,south-east-asian-games-itt,JR,20_May_2022__result__south-east-asian-games-itt_2022__JR.csv
21,5,2022,result,south-east-asian-games,JR,21_May_2022__result__south-east-asian-games_2022__JR.csv
4,6,2022,stage_1,tour-du-cameroun,2.2,04_June_2022__stage_1__tour-du-cameroun_2022__2.2.csv
5,6,2022,stage_2,tour-du-cameroun,2.2,05_June_2022__stage_2__tour-du-cameroun_2022__2.2.csv
6,6,2022,stage_3,tour-du-cameroun,2.2,06_June_2022__stage_3__tour-du-cameroun_2022__2.2.csv
7,6,2022,stage_4,tour-du-cameroun,2.2,07_June_2022__stage_4__tour-du-cameroun_2022__2.2.csv
8,6,2022,stage_5,tour-du-cameroun,2.2,08_June_2022__stage_5__tour-du-cameroun_2022__2.2.csv
9,6,2022,stage_6,tour-du-cameroun,2.2,09_June_2022__stage_6__tour-du-cameroun_2022__2.2.csv
11,6,2022,stage_7,tour-du-cameroun,2.2,11_June_2022__stage_7__tour-du-cameroun_2022__2.2.csv
12,6,2022,stage_8,tour-du-cameroun,2.2,12_June_2022__stage_8__tour-du-cameroun_2022__2.2.csv
24,6,2022,result,juegos-bolivarianos-me-itt,JR,24_June_2022__result__juegos-bolivarianos-me-itt_2022__JR.csv
26,6,2022,result,juegos-bolivarianos-me-road-race,JR,26_June_2022__result__juegos-bolivarianos-me-road-race_2022__JR.csv
30,6,2022,result,mediterranean-games-itt,JR,30_June_2022__result__mediterranean-games-itt_2022__JR.csv
2,7,2022,result,mersin-mediterranean-games,JR,02_July_2022__result__mersin-mediterranean-games_2022__JR.csv
11,8,2022,result,islamic-solidarity-games-me-itt,JR,11_August_2022__result__islamic-solidarity-games-me-itt_2022__JR.csv
13,8,2022,result,islamic-solidarity-games-me-road-race,JR,13_August_2022__result__islamic-solidarity-games-me-road-race_2022__JR.csv
23,8,2022,result,gp-stad-zottegem,1.1,23_August_2022__result__gp-stad-zottegem_2022__1.1.csv
25,8,2022,stage_4,tour-du-poitou-charentes-et-de-la-vienne,2.1,25_August_2022__stage_4__tour-du-poitou-charentes-et-de-la-vienne_2022__2.1.csv
13,9,2022,prologue,okolo-slovenska,2.1,13_September_2022__Prologue__okolo-slovenska_2022__2.1.csv
14,9,2022,stage_1,okolo-slovenska,2.1,14_September_2022__stage_1__okolo-slovenska_2022__2.1.csv
15,9,2022,stage_2,okolo-slovenska,2.1,15_September_2022__stage_2__okolo-slovenska_2022__2.1.csv
16,9,2022,stage_3,okolo-slovenska,2.1,16_September_2022__stage_3__okolo-slovenska_2022__2.1.csv
17,9,2022,stage_4,okolo-slovenska,2.1,17_September_2022__stage_4__okolo-slovenska_2022__2.1.csv
3,10,2022,result,juegos-suramericanos-itt,1.2,03_October_2022__result__juegos-suramericanos-itt_2022__1.2.csv
4,10,2022,stage_1,international-syrian-tour,2.2,04_October_2022__stage_1__international-syrian-tour_2022__2.2.csv
5,10,2022,stage_2,international-syrian-tour,2.2,05_October_2022__stage_2__international-syrian-tour_2022__2.2.csv
5,10,2022,result,juegos-suramericanos-road-race,1.2,05_October_2022__result__juegos-suramericanos-road-race_2022__1.2.csv
6,10,2022,stage_3,international-syrian-tour,2.2,06_October_2022__stage_3__international-syrian-tour_2022__2.2.csv
7,10,2022,stage_4,international-syrian-tour,2.2,07_October_2022__stage_4__international-syrian-tour_2022__2.2.csv
22,10,2022,result,elite-road-caribbean-championships-itt,1.2,22_October_2022__result__elite-road-caribbean-championships-itt_2022__1.2.csv
23,10,2022,result,elite-road-caribbean-championships-road-race,1.2,23_October_2022__result__elite-road-caribbean-championships-road-race_2022__1.2.csv
3,11,2022,result,gp-sakia-el-hamra,1.2,03_November_2022__result__gp-sakia-el-hamra_2022__1.2.csv
5,11,2022,result,gp-oued-eddahab,1.2,05_November_2022__result__gp-oued-eddahab_2022__1.2.csv
6,11,2022,result,gp-al-massira,1.2,06_November_2022__result__gp-al-massira_2022__1.2.csv
23,12,2022,result,arab-road-cycling-championships-road-race,JR,23_December_2022__result__arab-road-cycling-championships-road-race_2022__JR.csv
14,4,2023,result,elite-road-central-american-championships-mu-itt,1.2U,14_April_2023__result__elite-road-central-american-championships-mu-itt_2023__1.2U.csv
14,4,2023,result,elite-road-central-american-championships-itt,1.2,14_April_2023__result__elite-road-central-american-championships-itt_2023__1.2.csv
15,4,2023,result,elite-road-central-american-championships-mu-irr,1.2,15_April_2023__result__elite-road-central-american-championships-mu-irr_2023__1.2.csv
16,4,2023,result,elite-road-central-american-championships-road-rac,1.2,16_April_2023__result__elite-road-central-american-championships-road-rac_2023__1.2.csv
10,5,2023,result,the-tour-oqtosh-chorvoq-mountain,1.2,10_May_2023__result__the-tour-oqtosh-chorvoq-mountain_2023__1.2.csv
11,5,2023,result,the-tour-oqtosh-chorvoq-mountain-ii,1.2,11_May_2023__result__the-tour-oqtosh-chorvoq-mountain-ii_2023__1.2.csv
12,5,2023,result,south-east-asian-games,JR,12_May_2023__result__south-east-asian-games_2023__JR.csv
13,5,2023,result,tour-of-bostonliq,1.2,13_May_2023__result__tour-of-bostonliq_2023__1.2.csv
14,5,2023,result,tour-of-bostonliq-ii,1.2,14_May_2023__result__tour-of-bostonliq-ii_2023__1.2.csv
14,5,2023,stage_5,tour-de-hongrie,2.Pro,14_May_2023__stage_5__tour-de-hongrie_2023__2.Pro.csv
17,5,2023,stage_1,tour-of-konya,2.2,17_May_2023__stage_1__tour-of-konya_2023__2.2.csv
18,5,2023,stage_2,tour-of-konya,2.2,18_May_2023__stage_2__tour-of-konya_2023__2.2.csv
19,5,2023,stage_3,tour-of-konya,2.2,19_May_2023__stage_3__tour-of-konya_2023__2.2.csv
20,5,2023,stage_4,tour-of-konya,2.2,20_May_2023__stage_4__tour-of-konya_2023__2.2.csv
26,5,2023,stage_2,gp-internacional-beiras-e-serra-da-estrela,2.2,26_May_2023__stage_2__gp-internacional-beiras-e-serra-da-estrela_2023__2.2.csv
27,5,2023,stage_3,gp-internacional-beiras-e-serra-da-estrela,2.2,27_May_2023__stage_3__gp-internacional-beiras-e-serra-da-estrela_2023__2.2.csv
27,5,2023,result,grote-prijs-marcel-kint,1.1,27_May_2023__result__grote-prijs-marcel-kint_2023__1.1.csv
28,5,2023,stage_4,gp-internacional-beiras-e-serra-da-estrela,2.2,28_May_2023__stage_4__gp-internacional-beiras-e-serra-da-estrela_2023__2.2.csv
16,6,2023,prologue,tour-du-pays-de-montbeliard,2.2,16_June_2023__Prologue__tour-du-pays-de-montbeliard_2023__2.2.csv
16,6,2023,stage_6,tour-de-suisse,2.UWT,16_June_2023__stage_6__tour-de-suisse_2023__2.UWT.csv
17,6,2023,stage_1,tour-du-pays-de-montbeliard,2.2,17_June_2023__stage_1__tour-du-pays-de-montbeliard_2023__2.2.csv
18,6,2023,stage_2,tour-du-pays-de-montbeliard,2.2,18_June_2023__stage_2__tour-du-pays-de-montbeliard_2023__2.2.csv
