rider,equipe,ate_log,ate_orig,ci_low,ci_high,significant,r2_t,r2_y,mean_cate,std_cate,p25_cate,p75_cate,n_obs,n_selected
charmig_anthon,Astana Qazaqstan,-0.050899,-0.0496,-0.4332,0.3031,0,0.3134,0.1171,,,,,605,106
chernetski_sergei,Astana Qazaqstan,0.144958,0.156,-0.4776,1.2098,0,0.5646,-0.0043,,,,,314,66
chzhan_igor,Astana Qazaqstan,0.098362,0.1034,-0.2931,0.7842,0,0.331,0.1485,,,,,822,85
contreras_rodrigo,Astana Qazaqstan,-0.204526,-0.185,-0.5233,0.3173,0,0.5985,0.1424,,,,,658,129
de_vreese_laurens,Astana Qazaqstan,-0.295054,-0.2555,-0.5662,0.1559,0,0.5877,0.1372,,,,,717,151
delle_vedove_alessio,Astana Qazaqstan,-0.681685,-0.4942,-0.8254,0.1305,0,0.3508,0.1835,,,,,317,20
fedorov_yevgeniy,Astana Qazaqstan,0.243504,0.2757,0.0371,0.6754,1,0.4631,0.2571,,,,,1375,274
fominykh_daniil,Astana Qazaqstan,-0.145452,-0.1354,-0.4909,0.2608,0,0.601,0.1312,,,,,707,143
fortunato_lorenzo,Astana Qazaqstan,0.433889,0.5432,-0.0598,2.3895,0,0.8033,0.1136,,,,,599,162
fuglsang_jakob,Astana Qazaqstan,0.724577,1.0639,0.1298,2.5348,1,0.7855,0.1654,,,,,963,233
gate_aaron,Astana Qazaqstan,0.058379,0.0601,-0.4242,1.098,0,0.4523,0.1202,,,,,317,77
gazzoli_michele,Astana Qazaqstan,0.144757,0.1558,-0.1609,0.6132,0,0.3377,0.2571,,,,,1112,157
gidich_yevgeniy,Astana Qazaqstan,-0.130408,-0.1223,-0.3016,0.1255,0,0.5108,0.1917,,,,,1759,328
gonov_lev,Astana Qazaqstan,0.320209,0.3774,-0.3997,2.1907,0,0.5006,0.1378,,,,,317,39
grivko_andrey,Astana Qazaqstan,-0.214803,-0.1933,-0.6679,0.7791,0,0.4831,0.0556,,,,,272,58
gruzdev_dmitriy,Astana Qazaqstan,-0.000578,-0.0006,-0.2164,0.3213,0,0.4779,0.1795,,,,,1764,354
hansen_jesper,Astana Qazaqstan,0.572122,0.772,-0.5867,8.8142,0,0.8268,0.0369,,,,,280,59
houle_hugo,Astana Qazaqstan,0.489733,0.6319,0.1019,1.6364,1,0.584,0.1378,,,,,943,247
izagirre_gorka,Astana Qazaqstan,0.573916,0.7752,0.0492,1.7299,1,0.6555,0.124,,,,,670,213
izagirre_ion,Astana Qazaqstan,0.341197,0.4066,-0.2324,1.7236,0,0.7144,0.1204,,,,,670,203
kajamini_florian_samuel,Astana Qazaqstan,-0.568362,-0.4335,-0.6732,-0.0243,1,0.2032,0.1474,,,,,317,47
kanter_max,Astana Qazaqstan,-0.070834,-0.0684,-0.3945,0.3717,0,0.4215,0.0762,,,,,594,131
korsæth_truls_engen,Astana Qazaqstan,0.488904,0.6305,-0.2025,3.1273,0,0.3595,-0.01,,,,,260,23
kozhatayev_bakhtiyar,Astana Qazaqstan,0.037176,0.0379,-0.5323,1.1369,0,0.3943,0.0348,,,,,260,43
kuzmin_anton,Astana Qazaqstan,-0.010734,-0.0107,-0.3982,0.5514,0,0.5928,0.1349,,,,,609,135
laptev_savelii,Astana Qazaqstan,1.157743,2.1827,-1.0,3.6115,0,0.6894,0.0434,,,,,549,12
lopez_carlos_juan,Astana Qazaqstan,-0.800903,-0.5511,-0.8428,0.5057,0,0.2185,0.0072,,,,,246,10
lópez_harold_martín,Astana Qazaqstan,-0.031447,-0.031,-0.3192,0.3458,0,0.522,0.241,,,,,1132,173
lópez_miguel_ángel,Astana Qazaqstan,-0.367494,-0.3075,-0.5469,-0.0401,1,0.695,0.1848,,,,,953,239
lutsenko_alexey,Astana Qazaqstan,0.409306,0.5058,0.153,0.9728,1,0.5725,0.2009,,,,,1768,444
malucelli_matteo,Astana Qazaqstan,0.403419,0.4969,-0.3099,1.9005,0,0.3824,0.1454,,,,,317,52
marukhin_daniil,Astana Qazaqstan,-0.424884,-0.3462,-0.5999,0.0666,0,0.1763,0.1297,,,,,601,53
minali_riccardo,Astana Qazaqstan,0.442844,0.5571,-0.2358,1.7088,0,0.5611,-0.096,,,,,301,63
moser_moreno,Astana Qazaqstan,-0.494717,-0.3903,-0.7284,0.3783,0,0.4139,-0.0053,,,,,301,41
mulubrhan_henok,Astana Qazaqstan,-0.277926,-0.2426,-0.5766,0.1756,0,0.5683,0.183,,,,,641,134
natarov_yuriy,Astana Qazaqstan,-0.049245,-0.0481,-0.3116,0.3922,0,0.598,0.2035,,,,,1205,242
negrente_mattia,Astana Qazaqstan,0.10676,0.1127,-0.384,1.358,0,-0.1492,0.106,,,,,594,24
nurlykhassym_nurbergen,Astana Qazaqstan,-0.065485,-0.0634,-0.5294,1.2379,0,0.535,0.1559,,,,,518,59
perry_benjamin,Astana Qazaqstan,-0.011014,-0.011,-0.6025,0.9896,0,-0.0961,-0.1,,,,,241,27
pronskiy_vadim,Astana Qazaqstan,-0.030567,-0.0301,-0.2483,0.2464,0,0.5771,0.2128,,,,,1478,289
romele_alessandro,Astana Qazaqstan,-0.181129,-0.1657,-0.5245,0.3477,0,0.2797,0.0617,,,,,594,63
romo_javier,Astana Qazaqstan,-0.079378,-0.0763,-0.2823,0.1639,0,0.2545,0.2106,,,,,747,116
sánchez_luis_león,Astana Qazaqstan,0.180868,0.1983,-0.0619,0.6073,0,0.5193,0.1629,,,,,1199,401
scaroni_christian,Astana Qazaqstan,0.393301,0.4819,0.1065,1.05,1,0.5134,0.2633,,,,,1151,224
smirnov_ivan,Astana Qazaqstan,-0.264476,-0.2324,-0.6024,0.5643,0,0.2136,0.1323,,,,,594,31
stalnov_nikita,Astana Qazaqstan,-0.30427,-0.2623,-0.4638,-0.0033,1,0.4722,0.1719,,,,,923,175
su_haoyu,Astana Qazaqstan,-0.323022,-0.276,-0.6278,0.3313,0,0.1672,0.1639,,,,,317,35
syritsa_gleb,Astana Qazaqstan,-0.178007,-0.1631,-0.374,0.162,0,0.5139,0.2325,,,,,1112,183
tejada_harold,Astana Qazaqstan,0.011721,0.0118,-0.2345,0.2822,0,0.6267,0.255,,,,,1553,387
tleubayev_ruslan,Astana Qazaqstan,-0.140381,-0.131,-0.6276,0.8265,0,0.5116,0.0304,,,,,260,41
toneatti_davide,Astana Qazaqstan,0.010241,0.0103,-0.4167,0.9369,0,0.3987,0.2332,,,,,864,51
umba_santiago,Astana Qazaqstan,-0.05925,-0.0575,-0.4083,0.728,0,0.4767,0.154,,,,,594,79
van_bekkum_darren,Astana Qazaqstan,-0.177714,-0.1628,-0.6189,0.5761,0,0.1516,0.0524,,,,,317,35
velasco_simone,Astana Qazaqstan,0.690932,0.9956,0.4274,1.8102,1,0.6071,0.2109,,,,,1162,280
villella_davide,Astana Qazaqstan,0.157906,0.1711,-0.2685,0.9551,0,0.6093,0.1187,,,,,558,153
vinokurov_alexandr,Astana Qazaqstan,-0.934602,-0.6073,-0.8737,0.4135,0,0.8227,0.2208,,,,,1125,31
vinokurov_nicolas,Astana Qazaqstan,-0.603504,-0.4531,-0.6224,-0.0882,1,0.6767,0.2513,,,,,1125,145
wang_gustav,Astana Qazaqstan,0.527568,0.6948,-0.1937,2.3556,0,0.3174,0.1126,,,,,328,25
zakharov_artyom,Astana Qazaqstan,-0.254781,-0.2249,-0.3973,0.0422,0,0.5569,0.211,,,,,1442,131
zanini_simone,Astana Qazaqstan,0.237642,0.2683,-0.3531,1.3268,0,-0.1512,0.0987,,,,,594,21
zeits_andrey,Astana Qazaqstan,0.000738,0.0007,-0.2812,0.3742,0,0.5593,0.2044,,,,,1058,259
andresen_tobias_lund,Team dsm-firmenich,0.093496,0.098,-0.16,0.6151,0,0.4393,0.204,,,,,1084,165
arndt_nikias,Team dsm-firmenich,0.354744,0.4258,0.0621,1.0546,1,0.615,0.2156,,,,,1196,297
barguil_warren,Team dsm-firmenich,1.098136,1.9986,-0.5299,9.6137,0,0.8297,-0.013,,,,,289,59
bauhaus_phil,Team dsm-firmenich,0.802253,1.2306,-0.0962,4.2602,0,0.5444,0.0068,,,,,225,47
bevin_patrick,Team dsm-firmenich,-0.166946,-0.1538,-0.5262,0.5415,0,0.2581,0.0239,,,,,553,39
bittner_pavel,Team dsm-firmenich,0.298268,0.3475,0.0189,0.9965,1,0.4325,0.1211,,,,,1055,171
brenner_marco,Team dsm-firmenich,-0.236924,-0.2109,-0.4678,0.076,0,0.5297,0.1769,,,,,762,148
combaud_romain,Team dsm-firmenich,0.136925,0.1467,-0.1276,0.5048,0,0.4595,0.1427,,,,,1051,243
curvers_roy,Team dsm-firmenich,0.226394,0.2541,-0.2732,0.9851,0,0.6269,0.2482,,,,,447,129
dainese_alberto,Team dsm-firmenich,-0.069215,-0.0669,-0.3501,0.2162,0,0.5442,0.132,,,,,960,250
dhondt_robbe,Team dsm-firmenich,-0.485304,-0.3845,-0.796,0.154,0,0.2581,-0.0124,,,,,449,17
dinham_matthew,Team dsm-firmenich,0.356965,0.429,-0.2434,1.5353,0,0.5274,-0.0523,,,,,555,72
donovan_mark,Team dsm-firmenich,-0.21656,-0.1947,-0.4352,0.112,0,0.4932,0.1556,,,,,647,142
dorussen_johan,Team dsm-firmenich,-0.32231,-0.2755,-0.75,0.9798,0,-0.2472,-0.0688,,,,,289,19
eddy_patrick,Team dsm-firmenich,0.1821,0.1997,-0.1827,1.2518,0,0.468,0.0529,,,,,815,103
edmondson_alex,Team dsm-firmenich,0.327039,0.3869,-0.1263,1.587,0,0.5749,-0.071,,,,,555,99
eekhoff_nils,Team dsm-firmenich,0.023847,0.0241,-0.2222,0.3098,0,0.4875,0.1848,,,,,1684,276
flynn_sean,Team dsm-firmenich,0.239772,0.271,-0.3239,1.2131,0,0.5864,-0.0322,,,,,573,127
fröhlinger_johannes,Team dsm-firmenich,0.223644,0.2506,-0.3546,1.6069,0,0.618,0.1793,,,,,447,133
geschke_simon,Team dsm-firmenich,0.195318,0.2157,-0.4012,1.4891,0,0.423,0.1623,,,,,244,76
haga_chad,Team dsm-firmenich,0.20643,0.2293,-0.2193,1.3572,0,0.7514,0.1768,,,,,842,235
hamilton_chris,Team dsm-firmenich,0.321428,0.3791,0.0796,0.7684,1,0.6014,0.168,,,,,1670,505
heinschke_leon,Team dsm-firmenich,0.646182,0.9082,0.1544,2.2806,1,0.4909,0.1145,,,,,807,95
hvideberg_jonas_hem,Team dsm-firmenich,-0.155305,-0.1438,-0.416,0.3118,0,0.5316,0.1066,,,,,537,124
källberg_axel,Team dsm-firmenich,-1.172308,-0.6903,-0.8702,-0.3245,1,-0.4689,0.091,,,,,815,10
koerdt_bjorn,Team dsm-firmenich,-0.890602,-0.5896,-0.9121,0.0993,0,0.7228,0.0485,,,,,289,22
kragh_andersen_asbjørn,Team dsm-firmenich,-0.006569,-0.0065,-0.2807,0.4609,0,0.466,0.1863,,,,,882,107
leijnse_enzo,Team dsm-firmenich,0.011988,0.0121,-0.3509,0.6043,0,0.6809,0.1548,,,,,1051,130
leknessund_andreas,Team dsm-firmenich,0.098429,0.1034,-0.2543,0.6156,0,0.481,0.1398,,,,,785,162
matthews_michael,Team dsm-firmenich,0.997249,1.7108,-0.5072,9.0486,0,0.9228,0.1755,,,,,600,123
mayrhofer_marius,Team dsm-firmenich,-0.261562,-0.2302,-0.49,0.0522,0,0.3737,0.1642,,,,,762,100
märkl_niklas,Team dsm-firmenich,0.048445,0.0496,-0.2347,0.3499,0,0.4565,0.1118,,,,,1223,244
milesi_lorenzo,Team dsm-firmenich,0.346296,0.4138,-0.1738,1.389,0,0.2945,0.0711,,,,,550,51
naberman_tim,Team dsm-firmenich,-0.118868,-0.1121,-0.3906,0.1747,0,0.4549,0.1197,,,,,1200,198
nieuwenhuis_joris,Team dsm-firmenich,0.034062,0.0346,-0.2818,0.64,0,0.6147,0.1832,,,,,874,180
onley_oscar,Team dsm-firmenich,0.060957,0.0629,-0.3068,0.3917,0,0.5081,0.1164,,,,,1060,141
peace_oliver,Team dsm-firmenich,-2.106045,-0.8783,-0.9678,-0.6365,1,0.5841,-0.1041,,,,,289,17
peatfield_benjamin,Team dsm-firmenich,0.298147,0.3474,-0.5449,2.5723,0,-0.2144,-0.0676,,,,,289,10
poole_max,Team dsm-firmenich,0.189414,0.2085,-0.2111,1.2921,0,0.6397,0.0738,,,,,815,133
power_robert,Team dsm-firmenich,0.392471,0.4806,-0.2382,1.3124,0,0.5389,0.0532,,,,,371,106
ragilo_frank_aron,Team dsm-firmenich,0.3932,0.4817,-0.5424,3.9847,0,-0.5504,0.0078,,,,,449,10
roche_nicolas,Team dsm-firmenich,-0.05033,-0.0491,-0.3562,0.3857,0,0.6112,0.1132,,,,,619,143
rodenberg_frederik,Team dsm-firmenich,-0.326756,-0.2787,-0.5988,0.2332,0,0.2746,0.1811,,,,,422,29
salmon_martin,Team dsm-firmenich,0.026254,0.0266,-0.3847,0.7436,0,0.486,0.071,,,,,607,73
stamsnijder_tom,Team dsm-firmenich,0.51741,0.6777,-0.2393,2.948,0,0.3453,0.1373,,,,,234,41
stork_florian,Team dsm-firmenich,-0.426125,-0.347,-0.527,-0.1371,1,0.4245,0.1599,,,,,1133,182
sütterlin_jasha,Team dsm-firmenich,0.387217,0.4729,-0.2899,1.8847,0,0.5717,-0.0415,,,,,402,77
ten_dam_laurens,Team dsm-firmenich,-0.177016,-0.1622,-0.7595,0.8904,0,0.7012,0.017,,,,,225,77
tusveld_martijn,Team dsm-firmenich,0.028725,0.0291,-0.2287,0.3695,0,0.5733,0.1988,,,,,1659,391
van_den_broek_frank,Team dsm-firmenich,0.427234,0.533,-0.1811,2.2621,0,0.6478,-0.0399,,,,,401,94
van_uden_casper,Team dsm-firmenich,-0.057822,-0.0562,-0.3131,0.3963,0,0.4246,0.1039,,,,,1200,154
vermaerke_kevin,Team dsm-firmenich,0.101142,0.1064,-0.1371,0.4215,0,0.4425,0.1694,,,,,1079,212
vlot_mees,Team dsm-firmenich,-1.103615,-0.6683,-0.8955,0.3186,0,0.0001,-0.1415,,,,,289,11
walscheid_max,Team dsm-firmenich,0.50649,0.6595,-0.0022,1.7534,0,0.5826,0.2214,,,,,447,136
agnoli_valerio,Bahrain Victorious,-0.198277,-0.1799,-0.536,0.7094,0,0.6711,0.2432,,,,,475,115
arashiro_yukiya,Bahrain Victorious,0.181894,0.1995,-0.0783,0.6211,0,0.4531,0.2715,,,,,1562,315
bole_grega,Bahrain Victorious,0.255405,0.291,-0.1155,0.9282,0,0.4737,0.29,,,,,664,145
bonifazio_niccolò,Bahrain Victorious,0.241964,0.2737,-0.3352,1.446,0,0.5505,0.1572,,,,,283,60
borgo_alessandro,Bahrain Victorious,-0.241634,-0.2147,-0.7819,0.8558,0,0.2249,-0.092,,,,,250,14
božič_borut,Bahrain Victorious,-0.263507,-0.2316,-0.6682,0.6586,0,0.4105,0.1629,,,,,253,33
bruttomesso_alberto,Bahrain Victorious,0.157648,0.1708,-0.4801,1.5606,0,0.6728,0.053,,,,,482,81
buitrago_santiago,Bahrain Victorious,0.136726,0.1465,-0.1998,0.5555,0,0.6471,0.2226,,,,,1289,351
buratti_nicolò,Bahrain Victorious,-0.19639,-0.1783,-0.5119,0.3914,0,0.6585,0.0791,,,,,738,154
caruso_damiano,Bahrain Victorious,-0.038022,-0.0373,-0.2583,0.2428,0,0.6056,0.244,,,,,1566,455
colbrelli_sonny,Bahrain Victorious,0.442909,0.5572,-0.0787,1.6544,0,0.8445,0.3389,,,,,1137,258
davies_scott,Bahrain Victorious,-1.040503,-0.6467,-0.8205,-0.2631,1,0.589,0.341,,,,,367,32
ermakov_roman,Bahrain Victorious,-0.152746,-0.1417,-0.6247,1.0564,0,0.511,-0.1493,,,,,250,65
eržen_žak,Bahrain Victorious,0.206605,0.2295,-0.4981,1.9361,0,0.3498,-0.154,,,,,250,35
eulálio_afonso,Bahrain Victorious,0.494126,0.6391,-0.3267,2.4092,0,0.633,-0.1137,,,,,253,67
feng_chun_kai,Bahrain Victorious,0.058641,0.0604,-0.2639,0.5929,0,0.2611,0.3195,,,,,1042,62
garcía_cortina_iván,Bahrain Victorious,0.15277,0.1651,-0.1203,0.6086,0,0.5324,0.2598,,,,,660,181
garosio_andrea,Bahrain Victorious,0.004886,0.0049,-0.5846,1.5189,0,0.7341,0.272,,,,,475,74
gasparotto_enrico,Bahrain Victorious,1.014129,1.757,-0.0219,6.0587,0,0.6183,0.2123,,,,,242,59
govekar_matevž,Bahrain Victorious,0.270524,0.3107,-0.0445,0.9429,0,0.4516,0.1551,,,,,912,195
gradek_kamil,Bahrain Victorious,-0.141849,-0.1322,-0.4554,0.3958,0,0.6388,0.1511,,,,,921,220
haig_jack,Bahrain Victorious,-0.388793,-0.3221,-0.4922,0.0256,0,0.6387,0.1672,,,,,1101,304
haussler_heinrich,Bahrain Victorious,-0.061173,-0.0593,-0.3157,0.2391,0,0.5435,0.3332,,,,,1048,252
inkelaar_kevin,Bahrain Victorious,1.153655,2.1698,0.3927,6.5666,1,0.5998,0.2672,,,,,367,53
kepplinger_rainer,Bahrain Victorious,0.10133,0.1066,-0.2123,0.6295,0,0.5409,0.0767,,,,,707,144
koren_kristijan,Bahrain Victorious,0.276557,0.3186,-0.3079,1.3696,0,0.6649,0.257,,,,,475,94
madan_ahmed,Bahrain Victorious,-0.072401,-0.0698,-0.6144,0.876,0,0.5719,0.1895,,,,,851,36
mäder_gino,Bahrain Victorious,0.115513,0.1224,-0.3377,0.8161,0,0.5953,0.2016,,,,,645,163
miholjević_fran,Bahrain Victorious,-0.252483,-0.2231,-0.4665,0.1361,0,0.5397,0.1607,,,,,898,167
mohorič_matej,Bahrain Victorious,0.545464,0.7254,0.2394,1.1536,1,0.5983,0.2739,,,,,1787,494
navardauskas_ramūnas,Bahrain Victorious,-0.659494,-0.4829,-0.7873,0.1175,0,0.5372,0.1139,,,,,252,55
pasqualon_andrea,Bahrain Victorious,0.233386,0.2629,-0.1994,1.0426,0,0.5811,0.0743,,,,,738,178
pellizotti_franco,Bahrain Victorious,1.074879,1.9296,-0.3209,10.228,0,0.7752,0.1765,,,,,283,75
per_david,Bahrain Victorious,-0.465581,-0.3722,-0.7193,0.516,0,0.2019,0.1638,,,,,242,33
pernsteiner_hermann,Bahrain Victorious,0.232035,0.2612,-0.0586,0.5422,0,0.5573,0.3072,,,,,1274,341
pibernik_luka,Bahrain Victorious,0.213988,0.2386,-0.2289,0.9991,0,0.5207,0.2749,,,,,669,168
pickering_finlay,Bahrain Victorious,-0.665141,-0.4858,-0.7391,-0.0853,1,0.6342,0.0835,,,,,482,88
pozzovivo_domenico,Bahrain Victorious,0.920058,1.5094,0.4228,4.0828,1,0.6918,0.2492,,,,,516,133
price-pejtersen_johan,Bahrain Victorious,-0.48709,-0.3856,-0.6414,0.1982,0,0.655,0.1872,,,,,673,114
rajović_dušan,Bahrain Victorious,0.491324,0.6345,-0.0256,2.0083,0,0.5464,0.0676,,,,,498,82
scott_cameron,Bahrain Victorious,0.548292,0.7303,0.0179,1.6888,1,0.5197,0.0792,,,,,448,70
siutsou_kanstantsin,Bahrain Victorious,-0.46718,-0.3732,-0.8112,0.7771,0,0.5307,0.219,,,,,242,24
skerl_daniel,Bahrain Victorious,-0.412459,-0.338,-0.6653,0.2865,0,0.421,-0.1263,,,,,250,41
stannard_robert,Bahrain Victorious,0.345764,0.4131,-0.22,1.4255,0,0.5785,0.0741,,,,,482,94
stockwell_oliver,Bahrain Victorious,0.518639,0.6797,-0.1692,2.4114,0,0.2554,-0.1769,,,,,250,28
teuns_dylan,Bahrain Victorious,-0.138592,-0.1294,-0.4724,0.366,0,0.649,0.3079,,,,,818,243
træen_torstein,Bahrain Victorious,-0.093627,-0.0894,-0.5663,0.6086,0,0.629,0.0679,,,,,482,125
tu_sergio,Bahrain Victorious,-0.359126,-0.3017,-0.828,0.5182,0,0.0319,0.0527,,,,,698,17
valls_rafael,Bahrain Victorious,-0.520701,-0.4059,-0.6325,0.2392,0,0.5334,0.2698,,,,,367,53
van_der_meulen_max,Bahrain Victorious,0.125209,0.1334,-0.5174,1.3329,0,0.5395,-0.1337,,,,,250,50
van_mechelen_vlad,Bahrain Victorious,-0.397853,-0.3282,-0.6475,0.1,0,0.6234,0.0631,,,,,482,69
visconti_giovanni,Bahrain Victorious,1.32195,2.7507,0.438,7.6604,1,0.4389,0.1219,,,,,283,71
wang_meiyin,Bahrain Victorious,0.079936,0.0832,-0.3496,0.8251,0,0.3092,0.2677,,,,,475,54
williams_stephen,Bahrain Victorious,-0.010831,-0.0108,-0.373,0.4789,0,0.4618,0.3361,,,,,1066,112
wright_fred,Bahrain Victorious,0.089023,0.0931,-0.1589,0.5781,0,0.7031,0.2053,,,,,1346,367
zambanini_edoardo,Bahrain Victorious,0.2307,0.2595,-0.113,0.8296,0,0.6096,0.1553,,,,,908,270
albasini_michael,Jayco AlUla,0.181677,0.1992,-0.2389,0.8435,0,0.4883,0.1303,,,,,658,143
bauer_jack,Jayco AlUla,0.035129,0.0358,-0.2264,0.4585,0,0.544,0.1997,,,,,1082,281
berhe_welay_hagos,Jayco AlUla,-0.283457,-0.2468,-0.4963,0.1129,0,0.3945,0.1664,,,,,788,118
bewley_sam,Jayco AlUla,-0.058124,-0.0565,-0.3178,0.3358,0,0.4015,0.2081,,,,,1056,197
bookwalter_brent,Jayco AlUla,-0.397,-0.3277,-0.6229,0.0677,0,0.47,0.0974,,,,,574,112
chaves_brayan,Jayco AlUla,0.3641,0.4392,-0.9951,6.9551,0,0.7793,0.1223,,,,,230,12
colleoni_kevin,Jayco AlUla,-0.06637,-0.0642,-0.2951,0.3307,0,0.3639,0.1962,,,,,757,134
de_marchi_alessandro,Jayco AlUla,0.729025,1.0731,0.4156,2.1681,1,0.6088,0.1568,,,,,788,188
de_pretto_davide,Jayco AlUla,0.159072,0.1724,-0.2812,0.9426,0,0.5176,0.1243,,,,,794,127
donaldson_robert,Jayco AlUla,-0.205503,-0.1858,-0.6239,0.71,0,0.592,0.0777,,,,,272,60
double_paul,Jayco AlUla,-0.753132,-0.5291,-0.8033,0.1069,0,0.6254,0.0902,,,,,272,66
durbridge_luke,Jayco AlUla,0.192762,0.2126,-0.0775,0.5688,0,0.5396,0.2341,,,,,1854,473
engelhardt_felix,Jayco AlUla,-0.004187,-0.0042,-0.249,0.5011,0,0.4536,0.1651,,,,,828,217
foldager_anders,Jayco AlUla,-0.197511,-0.1792,-0.4687,0.1875,0,0.3987,0.1319,,,,,817,135
groves_kaden,Jayco AlUla,-0.377925,-0.3147,-0.4788,-0.1039,1,0.4558,0.1822,,,,,821,147
hatherly_alan,Jayco AlUla,-0.361488,-0.3034,-0.6834,0.6668,0,0.4292,0.0146,,,,,272,39
hayman_mathew,Jayco AlUla,0.040387,0.0412,-0.4211,1.2422,0,0.5821,0.1035,,,,,466,73
hepburn_michael,Jayco AlUla,-0.01503,-0.0149,-0.204,0.1886,0,0.4735,0.2395,,,,,1839,462
howson_damien,Jayco AlUla,0.34208,0.4079,0.0446,0.8482,1,0.6209,0.2296,,,,,1063,291
impey_daryl,Jayco AlUla,0.462538,0.5881,-0.107,1.4704,0,0.6757,0.1195,,,,,602,163
juul-jensen_christopher,Jayco AlUla,-0.163329,-0.1507,-0.3455,0.1691,0,0.5873,0.2389,,,,,1904,536
konychev_alexander,Jayco AlUla,-0.052278,-0.0509,-0.4344,0.5118,0,0.5393,0.2055,,,,,614,133
kreuziger_roman,Jayco AlUla,2.900396,17.1813,-0.9817,952646816.6087,0,0.9667,0.1005,,,,,237,64
krijnsen_jelte,Jayco AlUla,0.043475,0.0444,-0.518,1.2654,0,0.1286,0.0081,,,,,272,35
mckenzie_hamish,Jayco AlUla,0.012816,0.0129,-0.6674,1.4758,0,0.3926,0.1536,,,,,523,22
meyer_cameron,Jayco AlUla,-0.122938,-0.1157,-0.3559,0.3486,0,0.5831,0.2139,,,,,1061,175
mezgec_luka,Jayco AlUla,0.299477,0.3492,0.0454,0.6431,1,0.5453,0.2452,,,,,1908,533
nieve_mikel,Jayco AlUla,0.229059,0.2574,-0.1999,0.9979,0,0.7484,0.17,,,,,816,249
o'brien_kelland,Jayco AlUla,-0.000339,-0.0003,-0.2434,0.4241,0,0.4841,0.2516,,,,,1236,217
peák_barnabás,Jayco AlUla,-0.011023,-0.011,-0.3667,0.4554,0,0.2878,0.1183,,,,,592,71
peña_jesús_david,Jayco AlUla,-0.181969,-0.1664,-0.5029,0.3912,0,0.4557,0.2202,,,,,769,99
porter_rudy,Jayco AlUla,-0.565894,-0.4321,-0.6858,-0.051,1,0.5198,0.1649,,,,,526,78
quick_blake,Jayco AlUla,-0.371316,-0.3102,-0.5558,0.0456,0,0.3313,0.2064,,,,,516,107
rafferty_adam,Jayco AlUla,-0.278895,-0.2434,-0.7229,1.9257,0,0.534,0.0944,,,,,272,11
reinders_elmar,Jayco AlUla,0.395163,0.4846,-0.0748,0.9275,0,0.6144,0.187,,,,,1063,232
schultz_nick,Jayco AlUla,0.162734,0.1767,-0.2496,0.7563,0,0.5007,0.1841,,,,,832,228
smith_dion,Jayco AlUla,0.087321,0.0912,-0.2067,0.5083,0,0.4931,0.1959,,,,,846,214
stewart_campbell,Jayco AlUla,0.066116,0.0684,-0.2224,0.4587,0,0.3786,0.179,,,,,1044,199
tuft_svein,Jayco AlUla,0.643099,0.9024,-0.1905,3.2368,0,0.5358,0.1489,,,,,230,49
wiggins_ben,Jayco AlUla,-1.433494,-0.7615,-0.8961,-0.4234,1,0.1001,0.1389,,,,,555,28
zana_filippo,Jayco AlUla,0.175598,0.192,-0.1591,0.7032,0,0.5332,0.1554,,,,,798,196
abma_elmar,Intermarché - Wanty,-1.083355,-0.6615,-0.8404,0.0191,0,0.0523,0.1644,,,,,289,14
aerts_thijs,Intermarché - Wanty,0.026993,0.0274,-0.5711,0.9345,0,-0.2717,0.3202,,,,,556,13
antonini_simone,Intermarché - Wanty,0.023747,0.024,-0.5834,1.2429,0,0.3206,0.3354,,,,,214,54
artz_huub,Intermarché - Wanty,-0.126727,-0.119,-0.4508,0.2982,0,0.2509,0.3254,,,,,557,84
backaert_frederik,Intermarché - Wanty,-0.152435,-0.1414,-0.397,0.1752,0,0.3266,0.4144,,,,,460,172
barré_louis,Intermarché - Wanty,1.045721,1.8454,0.3802,3.9274,1,0.5258,0.1051,,,,,285,67
baugnies_jérôme,Intermarché - Wanty,0.235668,0.2658,-0.2167,0.806,0,0.4311,0.3491,,,,,460,109
bellicaud_jeremy,Intermarché - Wanty,-0.186443,-0.1701,-0.5151,0.2212,0,0.2171,0.4132,,,,,353,71
bonneu_kamiel,Intermarché - Wanty,0.159314,0.1727,-0.3956,1.5181,0,0.4711,0.1609,,,,,281,72
braet_vito,Intermarché - Wanty,0.417784,0.5186,0.0202,1.2986,1,0.3799,0.2774,,,,,549,156
busatto_francesco,Intermarché - Wanty,0.210971,0.2349,-0.0937,0.8193,0,0.3553,0.2899,,,,,837,150
claeys_dimitri,Intermarché - Wanty,-0.164207,-0.1514,-0.5668,0.5939,0,0.3274,0.38,,,,,284,52
de_clercq_bart,Intermarché - Wanty,0.280734,0.3241,-0.1962,1.2738,0,0.2464,0.1297,,,,,246,62
de_decker_alfdan,Intermarché - Wanty,0.285817,0.3308,-0.1202,0.8996,0,0.0465,0.3714,,,,,570,68
de_gendt_aimé,Intermarché - Wanty,-0.042811,-0.0419,-0.2577,0.218,0,0.3728,0.3936,,,,,1175,303
de_laat_jasper,Intermarché - Wanty,0.590149,0.8043,-0.2244,3.058,0,-0.0106,0.3636,,,,,214,20
de_plus_jasper,Intermarché - Wanty,-0.063856,-0.0619,-0.5406,0.8243,0,0.2305,0.4063,,,,,357,37
